hadithNumber,englishNarrator,hadithEnglish,chapterEnglish,bookName,volume,status
5251,"Amr bin Dinaar narrated that he heard Jabir bin Abdullah رضی اللہ عنہ say something similar to what 'Ata' narrated (no. 5250), but he did not say:","""Mention the Name of Allah, Exalted and Glorified is He.""",The Book of Drink,Sahih Muslim,5,Sahih
5252,,A report like that of Rawh (no. 5251) was narrated from Ata and 'Amr bin Dinaar.,The Book of Drink,Sahih Muslim,5,Sahih
5253,Jabir رضی اللہ عنہ reported:,"Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) as saying: Do not let your animals and children go out when the sun sets until the first and the darkest part of the night is over, for the Satan is let loose with the sinking of the sun until the darkest part of the night is over.",The Book of Drink,Sahih Muslim,5,Sahih
5254,,"A Hadith like that of Zubair was narrated from Jabir bin Abdullah رضی اللہ عنہ, from the prophet ﷺ.",The Book of Drink,Sahih Muslim,5,Sahih
5255,Jabir bin 'Abdullah رضی اللہ عنہ reported:,"Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) as saying: Cover the vessels and tie the water skin, for there is a night in a year when pestilence descends, and it does not pass an uncovered vessel or an untied water skin but some of that pestilence descending into it.",The Book of Drink,Sahih Muslim,5,Sahih
5256,"This hadith is reported on the authority of Laith bin Sa'd with the same chain of transmitters, but with a slight variation in wording (and that is that) he (the Holy Prophet ﷺ) said:",There is a day in a year when descends the pestilence; at the end of the hadith Laith said that the non Arabs save themselves from it in Kanun Awwal (this is the month of December).,The Book of Drink,Sahih Muslim,5,Sahih
5257,"Salim, on the authority of his father, reported:",Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) having said: Do not leave the fire burning in your houses when you go to sleep.,The Book of Drink,Sahih Muslim,5,Sahih
5258,Abu Musa رضی اللہ عنہ reported:,"A house was burnt down in Medina during the night over its inhabitants. When their matter was reported to Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌), he said; This fire is an enemy of yours. So when you go to sleep, extinguish it.",The Book of Drink,Sahih Muslim,5,Sahih
5259,Hudhaifa رضی اللہ عنہ reported:,"When we attended a dinner along with the Messenger of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ) we did not lay our hands on the food until Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ) had laid his hand and commenced eating (the food). Once we went with him to a dinner when a girl came rushingly as it someone had been pursuing her. She was about to lay her hand on the food, when Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ) caught her hand. Then a desert Arab came there (rushingly) as if someone had been pursuing him. He (the Holy Prophet) caught his hand; and then Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ) said: Satan considers that food lawful on which Allah's name is not mentioned. He had brought this girl so that the food might be made lawful for him and I caught her hand. And he had brought a desert Arab so that (the food) might be lawful for him. So I caught his hand. By Him, in Whose hand is my life, it was (Satan's) hand that was in my hand along with her hand.",The Book of Drink,Sahih Muslim,5,Sahih
5260,Hudhaifa bin al-Yaman رضی اللہ عنہ reported:,"When we were invited to a dinner with Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ) ; the rest of hadith is the same but there is a slight variation of wording (and the variation is) that in that hadith the desert Arab precedes the arrival of that girl, and at the conclusion there is an addition (to this effect): He (the Holy Prophet) then mentioned the name of Allah and ate.",The Book of Drink,Sahih Muslim,5,Sahih
5261,,"It was narrated from Al-A'mash with this chain of narrators (a Hadith similar to no. 5260), but he did not mentioned the girl arrival before that of the Bedouin.",The Book of Drink,Sahih Muslim,5,Sahih
5262,Jabir bin 'Abdullah رضی اللہ عنہ reported:,"Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) as saying: When a person enters his house and mentions the name of Allah at the time of entering it and while eating the food, Satan says (addressing himself: You have no place to spend the night and no evening meal; but when he enters without mentioning the name of Allah, the Satan says: You have found a place to spend the night, and when he does not mention the name of Allah while eating food, he (the Satan) says: You have found a place to spend the night and evening meal.",The Book of Drink,Sahih Muslim,5,Sahih
5263,Jabir bin Abdullah رضی اللہ عنہ said that he heard the prophet ﷺ say... Hadith like that of Abu Asim (no. 5262) except that he said:,"""If he does not mention the name of Allah when he enters.""",The Book of Drink,Sahih Muslim,5,Sahih
5264,Jabir bin 'Abdullah رضی اللہ عنہ reported:,"Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) having said: Do not eat with your left hand, for the Satan eats with his left hand.",The Book of Drink,Sahih Muslim,5,Sahih
5265,Ibn 'Umar رضی اللہ عنہ reported:,"Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) as saying: When any one of you intends to eat (meal), he should eat with his right hand. and when he (intends) to drink he should drink with his right hand, for the Satan eats with his left hand and drinks with his left hand.",The Book of Drink,Sahih Muslim,5,Sahih
5266,,This hadith is reported by Zuhri on the authority of Sufyan with a different chain of transmitters.,The Book of Drink,Sahih Muslim,5,Sahih
5267,"Salim, on the authority of his father reported:","Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ) as saying: None of you should eat with his left hand and drink with that (left hand), for the Satan eats with left hand and drinks with that (hand). Nafi' has made this addition in that: Do not take up anything with that (left hand) and do not give anything with that ; and in the narration transmitted on the authority of Abu Tahir there is a slight variation of wording.",The Book of Drink,Sahih Muslim,5,Sahih
5268,Salama bin Akwa' رضی اللہ عنہ reported on the authority of his father رضی اللہ عنہ :,"A person ate in the presence of Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) with his left hand, whereupon he said: Eat with your right hand. He said: I cannot do that, whereupon he (the Holy Prophet) said: May you not be able to do that. It was vanity that prevented him from doing it, and he could not raise it (the right hand) up to his mouth.",The Book of Drink,Sahih Muslim,5,Sahih
5269,Umar bin Abu Salama رضی اللہ عنہ reported:,"I was under the care of Allah's Messenger (way peace be upon him), and as my hand used to roam about in the dish he said to me: Boy, mention the name of Allah, and eat with your right hand and eat from what is near to you.",The Book of Drink,Sahih Muslim,5,Sahih
5270,Umar bin Abu Salama رضی اللہ عنہ reported:,"I (had the opportunity) one day to dine with Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ), and I picked up flesh from around the dish. Thereupon Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ) said: Eat from that which is near to you.",The Book of Drink,Sahih Muslim,5,Sahih
5271,Abu Sa'id (Khudri) رضی اللہ عنہ reported:,Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) forbade from turning the water skins upside down and drinking from its mouth.,The Book of Drink,Sahih Muslim,5,Sahih
5272,Abu Sa'id Khudri رضی اللہ عنہ reported:,"Allah's, Messenger (ﷺ) forbade from turning the waterskins upside down and drinking from their mouths.",The Book of Drink,Sahih Muslim,5,Sahih
5273,"This hadith has been reported from Zuhri with the same chain of transmitters, but he also said that Ikhtinath means",Its head (i.e. of the water skin) be turned upside down and then (water) be drank from that.,The Book of Drink,Sahih Muslim,5,Sahih
5274,Anas رضی اللہ عنہ reported:,Allah's Apostle ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) disapproved the drinking of water while standing.,The Book of Drink,Sahih Muslim,5,Sahih
5275,Anas رضی اللہ عنہ reported:,Allah's Apostle ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) forbade that a person should drink while standing. Qatada reported: We said to him: What about eating? Thereupon he (Anas) said: That is even worse and more detestable (abominable).,The Book of Drink,Sahih Muslim,5,Sahih
