hadithNumber,englishNarrator,hadithEnglish,chapterEnglish,bookName,volume,status
2800,Safwan bin Ya'la bin Umayya رضی اللہ عنہ reported:,"Ya'la رضی اللہ عنہ used to say to 'Umar bin Khattab (رضی اللہ عنہ): Would that I see revelation descending upon the Messenger of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ). (Once) when the Messenger of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ) was in Ji'rana and there was a cloth which provided shade over him, and there were his Companions with him. 'Umar being one of them, there came a person with a cloak of wool on him daubed with perfume and he said: Messenger of Allah, what about the person who entered upon the state of Ihram with a cloak after daubing it with perfume? The Apostle of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ) looked at him for a short while, and then became quiet, and revelation began descending upon him, and 'Umar رضی اللہ عنہ gestured (with his hand) to Ya'la bin Umayya to come. Ya'la came and he entered his head (beneath the cloth and saw) the Messenger of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) with his face red, and breathing heavily. Then he felt relieved (of that burden) and he said: Where is the man who was just asking me about Umra? The man was searched for and he was brought, and the Messenger of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) said: So far as the perfume is concerned, wash it three times, and remove the cloak too (as it was sewn) and do in 'Umra as you do in Hajj.",The Book of Pilgrimage,Sahih Muslim,3,Sahih
2801,Ya'la bin Umayya ( رضی اللہ تعالیٰ عنہ) reported:,A person came to the Messenger of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) as he was staying at Ji'rana and he had put on Ihram for 'Umra and he had dyed his beard and his head with yellow colour and there was a cloak on him. He said: I put on Ihram for 'Umra and I am in this state as you see (with dyed beard and head and a cloak over me). He (the Holy Prophet) said: Take off the cloak and wash the yellowness and do in your 'Umra what you do in Hajj.,The Book of Pilgrimage,Sahih Muslim,3,Sahih
2802,Ya'la رضی اللہ عنہ reported:,"We were with the Messenger of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) that a person came to him with a cloak on him having the traces of scent. He said, Messenger of Allah, I put on Ihram for 'Umra: what should I do? He (the Holy Prophet) kept quiet and did not make him any reply. And 'Umar screened him and it was (usual) with 'Umar that when the revelation descended upon him, he provided him shade (with the help of a piece of cloth). I (the person who came to the Holy Prophet) said: I said to 'Umar I wish to project my head into the cloth (to see how the Prophet receives revelation). So when the revelation began to descend upon him 'Umar wrapped him (the Holy Prophet) with cloth I came to him and projected my head with him into the cloth, and saw him (the Holy Prophet) (receiving the revelation). When he (the Holy Prophet) was relieved (of its burden), he said: Where is the inquirer who was just inquiring about 'Umra? That man came to him. Thereupon he (the Messenger of Allah) said: Take off the cloak from (your body) and wash the traces of perfume which were upon you, and do in 'Umra what you did in Hajj.",The Book of Pilgrimage,Sahih Muslim,3,Sahih
2803,Ibn 'Abbas (رضی اللہ تعالیٰ عنہ ) reported:,"The Messenger of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) specified Dhu'l-Hulaifa, for the people of Medina; Juhfa for the people of Syria; Qarn al-Manazil, for the people of Najd; Yalamlam for the people of Yemen (the Mawaqit) and those (Mawaqit) are also meant for those who live at these (places) and for those too who come from without towards them for the sake of Hajj or 'Umra. And those who live within them (within the bounds of these places) or in the suburbs of Mecca or within Mecca, they should enter upon the state of Ihram at these very places.",The Book of Pilgrimage,Sahih Muslim,3,Sahih
2804,Ibn 'Abbas ( رضی اللہ تعالیٰ عنہ) reported:,"The Messenger of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) specified Dhu'l-Hulaifa for the people of Medina; Juhfa for the people of Syria, Qarn al-Manazil for the people of Najd, Yalamlam for the people of Yemen (as their respective Mawaqit), and he also said: These are (Mawaqit) of them too (who live there) and everyone who comes from outside (through) their (directions) for the sake of Hajj and 'Umra and for those who live within (those bounds their Miqat is that) from which they commenced (their journey), and for the people of Mecca, Mecca itself is (the Miqat).",The Book of Pilgrimage,Sahih Muslim,3,Sahih
2805,Ibn 'Umar (رضی اللہ تعالیٰ عنہما) reported:,"The Messenger of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) said: The people of Medina should enter upon the state of Ihram at Dhu'l-Hulaifa, and people of Syria at Juhfa, and people of Najd at Qarn (al-Manazil), and 'Abdullah (further) said: It has reached me that the Messenger of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) also caid: The people of Yemen should enter upon the state of Ihram at Yalamlam.",The Book of Pilgrimage,Sahih Muslim,3,Sahih
2806,Salim reported on the authority of his father ('Abdullah bin 'Umar):,"The Messenger of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) said: The people of Medina should enter upon the state of Ihram at Dhu'l-Hulaifa; the people of Syria at Juhfa, the people of Najd at Qarn (al-Manazil). Ibn 'Umar (Allah be pleased with them) said: It was mentioned to me but I did not myself bear it (directly) from the Messenger of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) having said this: The people of Yemen should enter upon the state of Ihram at Yalamlam.",The Book of Pilgrimage,Sahih Muslim,3,Sahih
2807,It was narrated from Abdullah bin Dinaar that he heard Ibn Umar رضی اللہ تعالیٰ عنہما say:,"""The Messenger of Allah commanded the people of Al-Madinah to (being the Talbiyah) from Dhul-Hulaifah, the people of Ash-Sham from Al-Juhfah and the people of Najd from Qarn."" 'Abdullah bin 'Umar (رضی اللہ تعالیٰ عنہما) said: ''And I was told that he said: 'The people of Yemen should (being the Talbiyah) from Yalamlam.'''",The Book of Pilgrimage,Sahih Muslim,3,Sahih
2808,Abu Az-Zubair narrated:,"He heard Jabir bin Abdullah (رضی اللہ عنہما ) being asked about the Miqat. He said: ""I heard"" -then he stopped and said: ""I think he meant the prophet ﷺ.",The Book of Pilgrimage,Sahih Muslim,3,Sahih
2809,"It was narrated from Salim, from his father ( رضی اللہ تعالیٰ عنہ):","The Messenger of Allah ﷺ said: ""The people of Al-Madinah should (being the Talbiyah) from Dhul-Hulaifah, the people of Ash-Sham should enter Ihram from Al-Juhfah and the people of Najd should (being the Talbiyah) from Qarn."" Ibn 'Umar (رضی اللہ تعالیٰ عنہ) said: ""And it was mentioned to me, although I did not hear it, that the Messenger of Allah ﷺ said: 'And the people of Yemen should (being the Talbiyah) from Yalamlam.",The Book of Pilgrimage,Sahih Muslim,3,Sahih
