hadithNumber,englishNarrator,hadithEnglish,chapterEnglish,bookName,volume,status
125,It is reported on the authority of Abu Huraira رضی اللہ عنہ :,"The Messenger of Allah ﷺ said: I have been commanded to fight against people so long as they do not declare that there is no god but Allah, and he who professed it was guaranteed the protection of his property and life on my behalf except for the right affairs rest with Allah.",The Book of Faith,Sahih Muslim,1,Sahih
126,It is reported on the authority of Abu Huraira رضی ‌اللہ ‌عنہ ‌:,"He heard the Messenger of Allah say: I have been commanded to fight against people, till they testify to the fact that there is no god but Allah, and believe in me (that) I am the messenger (from the Lord) and in all that I have brought. And when they do it, their blood and riches are guaranteed protection on my behalf except where it is justified by law, and their affairs rest with Allah.",The Book of Faith,Sahih Muslim,1,Sahih
127,It was narrated from Abu Hurairah ‌رضی ‌اللہ ‌عنہ ‌:,"The Messenger of Allah ﷺ said: ""I have been commanded to fight the people""... and he narrated a Hadith similar to that narrated by Ibn Al-Musayyab from Abu Hurairah ‌رضی ‌اللہ ‌عنہ (no. 125).",The Book of Faith,Sahih Muslim,1,Sahih
128,It was narrated that Jabir رضی ‌اللہ ‌عنہ said:,"The Messenger of Allah ﷺ said: ""I have been commanded to fight the people until they say La ilaha illallah. If they say La ilaha illallah, their blood and their wealth are protected from me, expect for a right that is due, and their reckoning will be with Allah."" Then he recited: ""You are only one who reminds. You are not a dictator over them.",The Book of Faith,Sahih Muslim,1,Sahih
129,It has been narrated on the authority of Abdullah bin 'Umar:,"The Messenger of Allah said: I have been commanded to fight against people till they testify that there is no god but Allah, that Muhammad is the messenger of Allah, and they establish prayer, and pay Zakat and if they do it, their blood and property are guaranteed protection on my behalf except when justified by law, and their affairs rest with Allah.",The Book of Faith,Sahih Muslim,1,Sahih
130,,"It Is narrated on the authority of Abu Malik: I heard the Messenger of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ) say: He who professed that there is no god but Allah and made a denial of everything which the people worship beside Allah, his property and blood became inviolable, an their affairs rest with Allah.",The Book of Faith,Sahih Muslim,1,Sahih
131,Abu Malik narrated on the authority of his father:,"He heard the Apostle ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ) say: He who held belief in the unity of Allah, and then narrated what has been stated above.",The Book of Faith,Sahih Muslim,1,Sahih
132,"It is reported by Sa'id bin Musayyib who narrated it on the authority of his father (Musayyib bin Hazm)When Abu Talib was about to die, the Messenger of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ) came to him and found with him Abu Jahl ('Amr bin Hisham) and 'Abdullah bin Abi Umayya ibn al-Mughirah:","The Messenger of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ) said: My uncle, you just make a profession that there is no god but Allah, and I will bear testimony before Allah (of your being a believer), Abu Jahl and 'Abdullah bin Abi Umayya addressing him said: Abu Talib, would you abandon the religion of 'Abdul-Muttalib? The Messenger of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ) constantly requested him (to accept his offer), and (on the other hand) was repeated the same statement (of Abu Jahl and 'Abdullah bin Abi Umayya) till Abu Talib gave his final decision and be stuck to the religion of 'Abdul-Muttalib and refused to profess that there is no god but Allah. Upon this the Messenger of Allah remarked: By Allah, I will persistently beg pardon for you till I am forbidden to do so (by God), It was then that Allah, the Magnificent and the Glorious, revealed this verse: It is not meet for the Prophet and for those who believe that they should beg pardon for the polytheists, even though they were their kith and kin, after it had been made known to them that they were the denizens of Hell (ix. 113) And it was said to the Messenger of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ): Verily thou canst not guide to the right path whom thou lovest. And it is Allah Who guideth whom He will, and He knoweth best who are the guided.",The Book of Faith,Sahih Muslim,1,Sahih
133,"The same hadith is mentioned through a different chain except it ends where it mentions that Allah revealed the verses and it does not mention the verses. There is also a slight variation in words. A similar report (as no. 32) was narrated from Az-Zuhri with this chain, expect that:","The Hadith of Salih ended with the words, ""And Allah revealed concerning him, and he did not quote the two Verses. ""And repeating this statement."" And in the narration of Mamar, in place of this statement' is the words: 'And he did not cease.'",The Book of Faith,Sahih Muslim,1,Sahih
134,It is narrated on the authority of Abu Huraira رضی ‌اللہ ‌عنہ ‌:,The Messenger of Allah said to his uncle at the time of his death: Make a profession of it that there is no god but Allah and I will bear testimony (of your being a Muslim) on the Day of judgment. But he (Abu Talib) refused to do so. Then Allah revealed this verse: Verily thou canst not guide to the right path whom thou lovest. And it is Allah Who guideth whom He will and He knoweth best who are the guided (xxviii. 56).,The Book of Faith,Sahih Muslim,1,Sahih
