hadithNumber,englishNarrator,hadithEnglish,chapterEnglish,bookName,volume,status
7303,Abu Huraira رضی اللہ عنہ reported:,"Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) as saying: By Him in Whose Hand is my life, a time would come when the murderer would not know why he has committed the murder, and the victim would not know why he has been killed.",The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
7304,Abu Huraira reported:,"Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ) as saying: The world would not come to an end until a day would come to the people on which the murderer would not know as to why he has killed and the slain would not know as to why he has been murdered. It would be said: Why would It happen? To which he replied: It would be because of general massacre and bloodshed. And the slaughterers and the slain would be in Fire, and in the narration of Ibn Aban, the name of Abu Isma'il has been mentioned.",The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
7305,Abu Huraira رضی اللہ عنہ reported:,Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) as saying: The Ka'ba would be destroyed by an Abyssinian having two small shanks.,The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
7306,It was narrated that Abu Hurairah said:,"""The Messenger of Allah said: 'Dhus-Suwaiqatain (the one with small calves) from Ethiopia will destroy the Ka'bah.'""",The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
7307,Abu Huraira رضی اللہ عنہ reported:,"Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) as saying: It would be an Abyssinian having two small shanks who would destroy the House of Allah, the Exalted and Glorious.",The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
7308,Abu Huraira رضی اللہ عنہ reported:,Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) as saying: The Last Hour would not come before a person of Qahtan comes forth driving people with his stick.,The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
7309,Abu Huraira رضی اللہ عنہ reported:,"Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) as saying: The day and the night would not come to an end before a man called al-Jahjah would occupy the throne. Muslim said: They are four brothers: Sharik, Ubaidullah 'Umair and 'Abdul Kabir, sons of Abdul-Majid.",The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
7310,Abu Huraira رضی اللہ عنہ reported:,Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) as saying: The Last Hour would not come unless you fight with people whose faces are like hammered shields and the Last Hour would not come until you would fight against those wearing the shoes of hair.,The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
7311,Abu Huraira رضی اللہ عنہ reported:,Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ) as saying: The Last Hour would not come until a people wearing shoes of hair fight against you having their faces like hammered shields.,The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
7312,Abu Huraira رضی اللہ عنہ reported:,Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) as saying: The Last Hour would not come until you fight with a people wearing shoes of hair and the Last Hour would not come until you fight with a people having small eyes and broad snub noses.,The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
7313,Abu Huraira رضی اللہ عنہ reported:,Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ) as saying: The Last Hour would not come until the Muslims fight with the Turks-a people whose faces would be like hammered shields wearing clothes of hair and walking (with shoes) of hair.,The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
7314,Abu Huraira رضی اللہ عنہ reported:,"Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ) as saying: You shall fight in the hours to come against a nation wearing shoes made of hair and faces like hammered shields, with red complexion and small eyes.",The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
7315,Abu Nadra reported:,We were in the company of Jabir bin 'Abdullah رضی اللہ عنہ that he said it may happen that the people of Iraq may not send their qafiz and dirhams (their measures of food stuff and their money). We said: Who would be responsible for it? He said: The non-Arabs would prevent them. He again said: There is the possibility that the people of Syria may not send their dinars and mudds. We said: Who would be responsible for it? He said this prevention would be made by the Romans. He (Jabir b. Abdullah) kept quiet for a while and then reported Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ) having said there would be a caliph in the last (period) of my Ummah who would freely give handfuls of wealth to the people without counting it. I said to Abu Nadra and Abu al-'Ala: Do you mean 'Umar bin 'Abdul-Aziz? They said: No (he would be Imam Mahdi).,The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
7316,,This hadith hab been narrated by Sa'id with the same chain of transmitters.,The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
7317,Abu Sa'id رضی اللہ عنہ reported:,"Allah's Messenger (ﷺ) I said: There would be amongst your caliphs a caliph who would give handfuls of wealth to the people, but would not count it. In the narration transmitted on the authority of Ibn Hujr, there is a slight variation of wording.",The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
7318,Abu Sa'id and Jabir bin Abdullah رضی اللہ عنہ reported:,Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) said: There would be in the last phase of the time a caliph who would distribute wealth but would not count.,The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
7319,,This hadith has been narrated on the authority of Abu Sa'id رضی اللہ عنہ through another chain of transmitters.,The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
7320,Abu Sa`id Khudri رضی اللہ عنہ reported:,"One who is better than I informed me, that Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ) said to `Ammar as he was digging the ditch (on the ocassion of the Battle of the Ditch) wiping over his head: O son of Summayya, you will be involved in trouble and a group of the rebels would kill you.",The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
7321,,"This hadith has been transmitted on the same authority but with this variation that the hadith transmitted on the authority of Nabra (the words are): One who is better than I informed me, and he was Abu Qatada رضی اللہ عنہ , and in the hadith transmitted on the authority of Khalid instead of the word 'bu'us' there is 'wayys' or 'ya wayys', i.e., how sad it is .",The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
7322,This hadith has been transmitted on the authority of Umm Salama رضی اللہ عنہا :,Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) said to 'Ammar رضی اللہ عنہ : A group of rebels would kill you.,The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
7323,,This hadith has been narrated on the authority of Umm Salama رضی اللہ عنہا through another chain of transmitters.,The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
7324,Umm Salama رضی اللہ عنہا reported:,Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) said: A band of rebels would kill `Ammar.,The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
7325,Abu Huraira رضی اللہ عنہ reported:,Allah's Apostle ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) as saying: This tribe of the Quraish would kill (people) of my Ummah. They (the Companions) said: What do you command us to do (in such a situation)? Thereupon he said: Would that the people remain aside from them (and not besmear their hands with the blood of the Muslim).,The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
7326,,This hadith has been narrated on the authority of Shu'ba with the same chain of transmitters.,The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
7327,Abu Huraira رضی اللہ عنہ reported:,"Allah's Messenger ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) said: Kisra (Khusrau king of Persia) would die and Qaisar (Ceasar King of Rome) would die; there would be no Qaisar after him, but, by the One in Whose Hand is my life, you would spend their treasures in the cause of Allah.",The Book of Tribulations and Portents of the Last Hour,Sahih Muslim,6,Sahih
