hadithNumber,englishNarrator,hadithEnglish,chapterEnglish,bookName,volume,status
2025,Abu Rifa'a رضی اللہ تعالیٰ عنہ reported:,"I came to the Prophet ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ) when he was delivering the sermon, and I said: Messenger of Allah, here is a stranger and he wants to learn about this religion and he does not know what this religion is. The Messenger of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ) looked at me and left his sermon till he came to me, and he was given a chair and I thought that Its legs were made of iron. The Messenger of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ) sat In it and he began to teach me what Allah had taught him. He then came (to the pulpit) for his sermon and completed it to the end.",The Book of Prayer - Friday,Sahih Muslim,2,Sahih
2026,Ibn Abi Rafi' said:,Marwan appointed Abu Huraira رضی اللہ عنہ as his deputy in Medina and he himself left for Mecca. Abu Huraira رضی اللہ عنہ led us in the Jumu'a prayer and recited after Surah Jumu'a in the second rak'ah: When the hypocrites came to thee (Surah 63). I then met Abu Huraira as he came back and said to him: You have recited two surahs which 'Ali bin Abu Talib used to recite in Kufah. Upon this Abu Huraira رضی اللہ عنہ said: I heard the Messenger of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) reciting these two in the Friday (prayer).,The Book of Prayer - Friday,Sahih Muslim,2,Sahih
2027,This hadith is narrated by Abdullah bin Abu Rafi' with the same chain of transmitters but with this modification:,That he recited Surah Jumu'a (lxii.) in the first rak'ah and The hypocrites came in the second rak'ah.,The Book of Prayer - Friday,Sahih Muslim,2,Sahih
2028,Nu'man bin Bashir رضی اللہ تعالیٰ عنہ reported:,"The Messenger of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ) used to recite on two 'Ids and in Friday prayer: Glorify The name of Thy Lord, the Most High (Surah lxxxvii.), and: Has there come to thee the news of the overwhelming event (lxxxviii.). And when the 'Id and Jumu'a combined on a day he recited these two (surah) in both the prayers.",The Book of Prayer - Friday,Sahih Muslim,2,Sahih
2029,,This hadith has been narrated by Ibrahim bin Muhammad bin al-Muntashir with the same chain of transmitters.,The Book of Prayer - Friday,Sahih Muslim,2,Sahih
2030,Dahhak bin Qais wrote to Nu'man bin Bashir رضی اللہ تعالیٰ عنہ asking him:,"What the Messenger of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) recited on Friday besides Surah Jumu'a He said that he recited: Has there reached... (Surah lxxxviii, ).",The Book of Prayer - Friday,Sahih Muslim,2,Sahih
2031,Ibn Abbas رضی اللہ تعالیٰ عنہ reported:,"The Apostle of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌) used to recite in the morning prayer on Friday Surah Alif-Lam-Mim, Tanz'il ul-Sajda (Surah xxxii.): Surely there came over the man a time (Surah lxxvii) and he used to recite in Jumu'a prayer Surahs Jumu'a and al-Munafiqin.",The Book of Prayer - Friday,Sahih Muslim,2,Sahih
2032,,A hadith like this has been narrated by Sufyan with the same chain of transmitters.,The Book of Prayer - Friday,Sahih Muslim,2,Sahih
2033,,"A similar report (as no. 2031) was narrated from Mukhawwal with this chain concerning both prayers, as Sufyan said.",The Book of Prayer - Friday,Sahih Muslim,2,Sahih
2034,Abu Huraira رضی اللہ تعالیٰ عنہ reported:,"The Messenger of Allah ( ‌صلی ‌اللہ ‌علیہ ‌وسلم ‌ ) used to recite in the dawn prayer on Friday Alif-Lam-Mim, Tanzil and Surely there came.",The Book of Prayer - Friday,Sahih Muslim,2,Sahih
