hadithNumber,englishNarrator,hadithEnglish,chapterEnglish,bookName,volume,status
1059,Narrated Abu Musa رضی اللہ عنہ:,"The sun eclipsed and the Prophet (ﷺ) got up, being afraid that it might be the Hour (i.e. Day of Judgment). He went to the Mosque and offered the prayer with the longest Qiyam, bowing and prostration that I had ever seen him doing. Then he said, ""These signs which Allah sends do not occur because of the life or death of somebody, but Allah makes His worshipers afraid by them. So when you see anything thereof, proceed to remember Allah, invoke Him and ask for His forgiveness.""",Eclipses,Sahih Bukhari,2,Sahih
1060,Narrated Al-Mughira bin Shu`ba رضی اللہ عنہ :,"On the day of Ibrahim's death, the sun eclipsed and the people said that the eclipse was due to the death of Ibrahim رضی اللہ عنہ (the son of the Prophet). Allah's Messenger (ﷺ) said, ""The sun and the moon are two signs amongst the signs of Allah. They do not eclipse because of someone's death or life. So when you see them, invoke Allah and pray till the eclipse is clear.""",Eclipses,Sahih Bukhari,2,Sahih
1061,And this was narrated by Asma رضی اللہ عنہما :,"When ""Allah's Messenger (ﷺ) finished the eclipse prayer and by then the sun (eclipse) had cleared. Then he delivered the Khutba (religious talk) and praised Allah as He deserved and then said Amma ba'du."" When Allah's Messenger (ﷺ) got free , the sun had become bright. So, he delivered the sermon, praised Allah as He deserves, then said: To proceed!",Eclipses,Sahih Bukhari,2,Sahih
1062,Narrated Abu Bakra رضی اللہ عنہ :,In the lifetime of the Prophet (ﷺ) the sun eclipsed and then he offered a two rak`at prayer.,Eclipses,Sahih Bukhari,2,Sahih
1063,Narrated Abu Bakra:,"In the lifetime of the Allah's Messenger (ﷺ) the sun eclipsed and he went out dragging his clothes till he reached the Mosque. The people gathered around him and he led them and offered two rak`at. When the sun (eclipse) cleared, he said, ""The sun and the moon are two signs amongst the signs of Allah; they do not eclipse because of the death of someone, and so when an eclipse occurs, pray and invoke Allah till the eclipse is over."" It happened that a son of the Prophet (ﷺ) called Ibrahim رضی اللہ عنہ died on that day and the people were talking about that (saying that the eclipse was caused by his death).",Eclipses,Sahih Bukhari,2,Sahih
1064,Narrated Aisha رضی اللہ عنہا :,The Prophet (ﷺ) led us and performed four bowing in two rak`at during the solar eclipse and the first rak`a was longer.,Eclipses,Sahih Bukhari,2,Sahih
"1065, 1066",Narrated `Aisha رضی اللہ عنہا :,"The Prophet (ﷺ) recited (the Qur'an) aloud during the eclipse prayer and when he had finished the eclipse prayer he said the Takbir and bowed. When he stood straight from bowing he would say ""Sami 'allahu liman hamidah Rabbana wa laka l-hamd."" And he would again start reciting. In the eclipse prayer there are four bowing and four prostrations in two rak`at. Al-Auza'i and others said that they had heard Az-Zuhri from 'Urwa from `Aisha saying, ""In the lifetime of Allah's Messenger (ﷺ) the sun eclipsed, and he made a person to announce: 'Prayer in congregation.' He led the prayer and performed four bowing and four prostrations in two rak`at."" Narrated Al-Walid that `Abdur-Rahman bin Namir had informed him that he had heard the same. Ibn Shihab heard the same. Az-Zuhri said, ""I asked ('Urwa), 'What did your brother `Abdullah bin Az-Zubair do? He prayed two rak`at (of the eclipse prayer) like the morning prayer, when he offered the (eclipse) prayer in Medina.' 'Urwa replied that he had missed (i.e. did not pray according to) the Prophet's tradition."" Sulaiman bin Kathir and Sufyan bin Husain narrated from Az-Zuhri that the prayer for the eclipse used to be offered with loud recitation.",Eclipses,Sahih Bukhari,2,Sahih
1067,Narrated `Abdullah bin Mas`ud رضی اللہ عنہما :,"The Prophet (ﷺ) recited Suratan-Najm (103) at Mecca and prostrated while reciting it and those who were with him did the same except an old man who took a handful of small stones or earth and lifted it to his forehead and said, ""This is sufficient for me."" Later on, I saw him killed as a non-believer.",Prostration During Recital of Qur'an,Sahih Bukhari,2,Sahih
1068,Narrated Abu Huraira رضی اللہ عنہ :,"On Fridays the Prophet (ﷺ) used to recite Alif Lam Mim Tanzil-As-Sajda (in the first rak`a) and Hal ata `alal-insani i.e. Surat ad-Dahr (LXXVI) (in the second rak`a), in the Fajr prayer.",Prostration During Recital of Qur'an,Sahih Bukhari,2,Sahih
1069,Narrated Ibn `Abbas رضی اللہ عنہما :,The prostration of Sa`d is not a compulsory one but I saw the Prophet (ﷺ) prostrating while reciting it.,Prostration During Recital of Qur'an,Sahih Bukhari,2,Sahih
