hadithNumber,englishNarrator,hadithEnglish,chapterEnglish,bookName,volume,status
1853,Narrated Ibn `Abbas رضی اللہ عنہما :,Hadrat Fadl bin Abbas رضی اللہ عنہ that a woman.,Penalty of Hunting while on Pilgrimage,Sahih Bukhari,3,Sahih
1854,Narrated `Abdullah bin `Abbas رضی اللہ عنہما :,"In the year of farewell pilgrimage, a woman belonging to Khath' am tribe came and said: O Allah's Apostle (ﷺ)! Allah ha prescribed the Hajj obligatory for his bondsmen. My father has grown extremely old and cannot sit on the mount properly. Will the Hajj be stood performed, If I perform it on his behalf? He (ﷺ) said: Yes.",Penalty of Hunting while on Pilgrimage,Sahih Bukhari,3,Sahih
1855,Narrated 'Abdullah bin 'Abbas (رضی اللہ عنہما):,"Al Fadl was riding behind the Prophet (ﷺ) and a woman from the tribe of Khath'am came up. Al Fadl started looking at her and she looked at him. The Prophet (ﷺ) turned Al-Fadl's face to the other side. She said, ""My father has come under Allah's obligation of performing Hajj but he is very old man and cannot sit properly on his Rahila (mount). Shall I perform Hajj on his behalf ? The Prophet (ﷺ) replied affirmative. That happened during Hajjat-ul-Wada' of the Prophet (ﷺ).",Penalty of Hunting while on Pilgrimage,Sahih Bukhari,3,Sahih
1856,Narrated Ibn `Abbas رضی اللہ عنہما :,The Prophet (ﷺ) sent me (to Mina) with the luggage from Jam' (i.e. Al-Muzdalifa) at night.,Penalty of Hunting while on Pilgrimage,Sahih Bukhari,3,Sahih
1857,Narrated `Abdullah bin `Abbas رضی اللہ عنہما :,"I came riding on my she-ass and had (just) then attained the age of puberty. Allah's Messenger (ﷺ) was praying at Mina. I passed in front of a part of the first row and then dismounted from it, and the animal started grazing. I aligned with the people behind Allah's Messenger (ﷺ) (The sub-narrator added that happened in Mina during the Prophet's Hajjat-al-Wada`.)",Penalty of Hunting while on Pilgrimage,Sahih Bukhari,3,Sahih
1858,Narrated As-Sa'ib bin Yazid رضی اللہ عنہ :,"(While in the company of my parents) I was made to perform Hajj with Allah's Messenger (ﷺ) and I was a seven-year-old boy then. (Fath-ul-Bari, p.443, Vol.4)",Penalty of Hunting while on Pilgrimage,Sahih Bukhari,3,Sahih
1859,Narrated Al-Ju'aid bin `Abdur-Rahman:,I heard `Umar bin `Abdul `Aziz telling about As-Sa'ib bin Yazid رضی اللہ عنہ that he had performed Hajj (while carried) with the belongings of the Prophet.,Penalty of Hunting while on Pilgrimage,Sahih Bukhari,3,Sahih
1860,Narrated Ibrahim's grand-father that:,'Umar(رضی اللہ عنہ) in his last Hajj allowed the wives of the Prophet(ﷺ)to perform Hajj and he sent with them 'Uthman bin 'Affan(ra) and 'Abdur-Rahman bin 'Auf( رضی اللہ عنہما) as escorts.,Penalty of Hunting while on Pilgrimage,Sahih Bukhari,3,Sahih
1861,Narrated Aisha رضی اللہ عنہا (mother of the faithful believers):,"I said, ""O Allah's Messenger (ﷺ)! Shouldn't we participate in Holy battles and Jihad along with you?"" He replied, ""The best and the most superior Jihad (for women) is Hajj which is accepted by Allah."" `Aisha رضی اللہ عنہا added: Ever since I heard that from Allah's Messenger (ﷺ) I have determined not to miss Hajj.",Penalty of Hunting while on Pilgrimage,Sahih Bukhari,3,Sahih
1862,Narrated Ibn `Abbas رضی اللہ عنہما :,"The Prophet (ﷺ) said, ""A woman should not travel except with a Dhu-Mahram (her husband or a man with whom that woman cannot marry at all according to the Islamic Jurisprudence), and no man may visit her except in the presence of a Dhu-Mahram."" A man got up and said, ""O Allah's Messenger (ﷺ)! I intend to go to such and such an army and my wife wants to perform Hajj."" The Prophet (ﷺ) said (to him), ""Go along with her (to Hajj).",Penalty of Hunting while on Pilgrimage,Sahih Bukhari,3,Sahih
