hadithNumber,englishNarrator,hadithEnglish,chapterEnglish,bookName,volume,status
"2539, 2540",Narrated Marwan and Al-Miswar bin Makhrama:,"When the delegates of the tribe of Hawazin came to the Prophet (ﷺ) and they requested him to return their properties and captives. The Prophet (ﷺ) stood up and said to them, ""I have other people with me in this matter (as you see) and the most beloved statement to me is the true one; you may choose either the properties or the prisoners as I have delayed their distribution."" The Prophet (ﷺ) had waited for them for more than ten days since his arrival from Ta'if. So, when it became evident to them that the Prophet (ﷺ) was not going to return them except one of the two, they said, ""We choose our prisoners."" The Prophet got up amongst the people and glorified and praised Allah as He deserved and said, ""Then after, these brethren of yours have come to us with repentance, and I see it logical to return them the captives. So, whoever amongst you likes to do that as a favor, then he can do it, and whoever of you likes to stick to his share till we recompense him from the very first war booty which Allah will give us, then he can do so (i.e. give up the present captives)."" The people unanimously said, ""We do that (return the captives) willingly."" The Prophet (ﷺ) said, ""We do not know which of you has agreed to it and which have not, so go back and let your leaders forward us your decision."" So, all the people then went back and discussed the matter with their leaders who returned and informed the Prophet (ﷺ) that all the people had willingly given their consent to return the captives. This is what has reached us about the captives of Hawazin. Narrated Anas رضی اللہ عنہ that `Abbas رضی اللہ عنہ said to the Prophet, ""I paid for my ransom and `Aqil's ransom.""",Manumission of Slaves,Sahih Bukhari,3,Sahih
2541,Narrated Nafi'o wrote for Ibn-e-`Aun:,The Prophet (ﷺ) had suddenly attacked Bani Mustaliq without warning while they were heedless and their cattle were being watered at the places of water. Their fighting men were killed and their women and children were taken as captives; the Prophet (ﷺ) got Juwairiya on that day. Nafi` said that Ibn `Umar رضی اللہ عنہما had told him the above narration and that Ibn `Umar رضی اللہ عنہما was in that army.,Manumission of Slaves,Sahih Bukhari,3,Sahih
2542,Narrated Ibn Muhairiz:,"I saw Abu Sa`id رضی اللہ عنہ and asked him about coitus interruptus. Abu Sa`id said, ""We went with Allah's Apostle, in the Ghazwa of Bani Al-Mustaliq and we captured some of the 'Arabs as captives, and the long separation from our wives was pressing us hard and we wanted to practice coitus interruptus. We asked Allah's Messenger (ﷺ) (whether it was permissible). He said, ""It is better for you not to do so. No soul, (that which Allah has) destined to exist, up to the Day of Resurrection, but will definitely come, into existence.""",Manumission of Slaves,Sahih Bukhari,3,Sahih
2543,Narrated Abu Huraira رضی اللہ عنہ :,"I have loved the people of the tribe of Bani Tamim ever since I heard, three things, Allah's Messenger (ﷺ) said about them. I heard him saying, These people (of the tribe of Bani Tamim) would stand firm against Ad-Dajjal."" When the Sadaqat (gifts of charity) from that tribe came, Allah's Messenger (ﷺ) said, ""These are the Sadaqat (i.e. charitable gifts) of our folk."" `Aisha had a slave-girl from that tribe, and the Prophet (ﷺ) said to `Aisha رضی اللہ عنہا , ""Manumit her as she is a descendant of Ishmael (the Prophet)",Manumission of Slaves,Sahih Bukhari,3,Sahih
2544,Narrated Abu Musa رضی اللہ عنہ :,"Allah's Messenger (ﷺ) said, ""He who has a slave-girl and educates and treats her nicely and then manumits and marries her, will get a double reward.""",Manumission of Slaves,Sahih Bukhari,3,Sahih
2545,Narrated Al-Ma'rur bin Suwaid:,"I saw Abu Dhar Al-Ghifari رضی اللہ عنہ wearing a cloak, and his slave, too, was wearing a cloak. We asked him about that (i.e. how both were wearing similar cloaks). He replied, ""Once I abused a man and he complained of me to the Prophet (ﷺ) . The Prophet (ﷺ) asked me, 'Did you abuse him by slighting his mother?' He added, 'Your slaves are your brethren upon whom Allah has given you authority. So, if one has one's brethren under one's control, one should feed them with the like of what one eats and clothe them with the like of what one wears. You should not overburden them with what they cannot bear, and if you do so, help them (in their hard job).",Manumission of Slaves,Sahih Bukhari,3,Sahih
2546,Narrated Ibn `Umar رضی اللہ عنہما :,"Allah's Messenger (ﷺ) said, ""If a slave is honest and faithful to his master and worships his Lord (Allah) in a perfect manner, he will get a double reward.""",Manumission of Slaves,Sahih Bukhari,3,Sahih
2547,Narrated Abu Musa Al-Ash`ari رضی اللہ عنہ :,"The Prophet (ﷺ) said, ""He who has a slave-girl and teaches her good manners and improves her education and then manumits and marries her, will get a double reward; and any slave who observes Allah's right and his master's right will get a double reward.""",Manumission of Slaves,Sahih Bukhari,3,Sahih
2548,Narrated Abu Huraira رضی اللہ عنہ :,"Allah's Messenger (ﷺ) said, ""A pious slave gets a double reward."" Abu Huraira رضی اللہ عنہ added: By Him in Whose Hands my soul is but for Jihad (i.e. holy battles), Hajj, and my duty to serve my mother, I would have loved to die as a slave.",Manumission of Slaves,Sahih Bukhari,3,Sahih
2549,Narrated Abu Huraira رضی اللہ عنہ :,"The Prophet (ﷺ) said, ""Goodness and comfort are for him who worships his Lord in a perfect manner and serves his master sincerely.""",Manumission of Slaves,Sahih Bukhari,3,Sahih
2550,Narrated `Abdullah رضی اللہ عنہما :,"The Prophet (ﷺ) said, ""If a slave serves his Saiyid (i.e. master) sincerely and worships his Lord (Allah) perfectly, he will get a double reward.""",Manumission of Slaves,Sahih Bukhari,3,Sahih
2551,Narrated Abu Musa رضی اللہ عنہ :,"The Prophet (ﷺ) said, ""The Mamluk (slave) who worships his Lord in a perfect manner, and is dutiful, sincere and obedient to his Saiyid (master), will get a double reward.""",Manumission of Slaves,Sahih Bukhari,3,Sahih
2552,Narrated Abu Huraira رضی اللہ عنہ :,"The Prophet (ﷺ) said, ""You should not say, 'Feed your lord (Rabbaka), help your lord in performing ablution, or give water to your lord, but should say, 'my master (e.g. Feed your master instead of lord etc.) (Saiyidi), or my guardian (Maulai), and one should not say, my slave (Abdi), or my girl-slave (Amati), but should say, my lad (Fatai), my lass (Fatati), and 'my boy (Ghulami).",Manumission of Slaves,Sahih Bukhari,3,Sahih
2553,Narrated Ibn `Umar رضی اللہ عنہما :,"The Prophet (ﷺ) said, ""If one manumits his share of a common slave (Abd), and he has money sufficient to free the remaining portion of the price of the slave (justly estimated), then he should free the slave completely by paying the rest of his price; otherwise the slave is freed partly. """,Manumission of Slaves,Sahih Bukhari,3,Sahih
2554,Narrated `Abdullah رضی اللہ عنہما :,"Allah's Messenger (ﷺ) said, ""Everyone of you is a guardian and is responsible for his charges. The ruler who has authority over people, is a guardian and is responsible for them, a man is a guardian of his family and is responsible for them; a woman is a guardian of her husband's house and children and is responsible for them; a slave ('Abu) is a guardian of his master's property and is responsible for it; so all of you are guardians and are responsible for your charges.""",Manumission of Slaves,Sahih Bukhari,3,Sahih
