hadithNumber,englishNarrator,hadithEnglish,chapterEnglish,bookName,volume,status
1981,Narrated Abu Huraira رضی اللہ عنہ :,My friend (the Prophet (ﷺ) ) advised me to observe three things: (1) to fast three days a month; (2) to pray two rak`at of Duha prayer (forenoon prayer); and (3) to pray witr before sleeping.,Fasting,Sahih Bukhari,3,Sahih
1982,Narrated Anas رضی اللہ عنہ :,"The Prophet (ﷺ) paid a visit to Um-Sulaim رضی اللہ عنہا and she placed before him dates and ghee. The Prophet (ﷺ) said, ""Replace the ghee and dates in their respective containers for I am fasting."" Then he stood somewhere in her house and offered an optional prayer and then he invoked good on Um-Sulaim رضی اللہ عنہا and her family. Then Um-Sulaim رضی اللہ عنہا said, ""O Allah's Messenger (ﷺ)! I have a special request (today)."" He said, ""What is it?"" She replied, ""(Please invoke for) your servant Anas رضی اللہ عنہ ."" So Allah's Messenger (ﷺ) did not leave anything good in the world or the Hereafter which he did not invoke (Allah to bestow) on me and said, ""O Allah! Give him (i.e. Anas رضی اللہ عنہ) property and children and bless him."" Thus I am one of the richest among the Ansar and my daughter Umaina told me that when Al-Hajjaj came to Basra, more than 120 of my offspring had been buried. Hadrat Humaid heard from Hadrat Anas رضی اللہ عنہ that the prophet (ﷺ)said the same.",Fasting,Sahih Bukhari,3,Sahih
1983,Narrated Mutarrif from `Imran Ibn Husain رضی اللہ عنہما :,"That the Prophet (ﷺ) asked him (Imran) or asked a man and `Imran was listening, ""O Abu so-and-so! Have you fasted the last days of this month?"" (The narrator thought that he said, ""the month of Ramadan""). The man replied, ""No, O Allah's Messenger (ﷺ)!"" The Prophet (ﷺ) said to him, ""When you finish your fasting (of Ramadan) fast two days (in Shawwal)."" Through another series of narrators `Imran رضی اللہ عنہ said, ""The Prophet (ﷺ) said, '(Have you fasted) the last days of Sha'ban?""",Fasting,Sahih Bukhari,3,Sahih
1984,Narrated Muhammad bin `Abbad:,"I asked Jabir رضی اللہ عنہ ""Did the Prophet (ﷺ) forbid fasting on Fridays?"" He replied, ""Yes."" (Other narrators added, ""If he intends to fast only that day."")",Fasting,Sahih Bukhari,3,Sahih
1985,Narrated Abu Huraira رضی اللہ عنہ :,"I heard the Prophet (ﷺ) saying, ""None of you should fast on Friday unless he fasts a day before or after it.""",Fasting,Sahih Bukhari,3,Sahih
1986,Narrated Abu Aiyub from Juwairiya bint Al-Harith رضی اللہ عنہا :,"The Prophet (ﷺ) visited her (Juwairiya) on a Friday and she was fasting. He asked her, ""Did you fast yesterday?"" She said, ""No."" He said, ""Do you intend to fast tomorrow?"" She said, ""No."" He said, ""Then break your fast."" Through another series of narrators, Abu Aiyub is reported to have said, ""He ordered her and she broke her fast.""",Fasting,Sahih Bukhari,3,Sahih
1987,Narrated `Aisha رضی اللہ عنہا :,"""Did Allah s Apostle, use to choose some special days (for fasting)?"" She replied, ""No, but he used to be regular (constant) (in his service of worshipping). Who amongst you can endure what Allah's Messenger (ﷺ) used to endure?""",Fasting,Sahih Bukhari,3,Sahih
1988,Narrated Um Al-Fadl bint Al-Harith رضی اللہ عنہا :,"""While the people were with me on the day of `Arafat they differed as to whether the Prophet (ﷺ) was fasting or not; some said that he was fasting while others said that he was not fasting. So, I sent to him a bowl full of milk while he was riding over his camel and he drank it.""",Fasting,Sahih Bukhari,3,Sahih
1989,Narrated Maimuna رضی اللہ عنہا :,"The people doubted whether the Prophet (ﷺ) was fasting on the day of `Arafat or not, so I sent milk while he was standing at `Arafat, he drank it and the people were looking at him.",Fasting,Sahih Bukhari,3,Sahih
1990,Narrated Abu `Ubaid (the slave of Ibn Azhar):,"I witnessed the `Id with `Umar bin Al-Khattab رضی اللہ عنہ who said, Allah's Messenger (ﷺ) has forbidden people to fast on the day on which you break fasting (the fasts of Ramadan) and the day on which you eat the meat of your sacrifices (the first day of `Id ul Fitr and `Id ul-Adha).",Fasting,Sahih Bukhari,3,Sahih
"1991, 1992",Narrated Abu Sa`id رضی اللہ عنہ :,"The Prophet (ﷺ) forbade the fasting of `Id-ul-Fitr and `Id-ul-Adha (two feast days) and also the wearing of As-Samma' (a single garment covering the whole body), and sitting with one's leg drawn up while being wrapped in one garment. He also forbade the prayers after the Fajr (morning) and the `Asr (afternoon) prayers.",Fasting,Sahih Bukhari,3,Sahih
