hadithNumber,englishNarrator,hadithEnglish,chapterEnglish,bookName,volume,status
6031,Narrated Anas bin Malik رضی اللہ عنہ :,"The Prophet (ﷺ) was not one who would abuse (others) or say obscene words, or curse (others), and if he wanted to admonish anyone of us, he used to say: ""What is wrong with him, his forehead be dusted!""",Good Manners and Form (Al-Adab),Sahih Bukhari,8,Sahih
6032,Narrated 'Aisha رضی اللہ عنہا :,"A man asked permission to enter upon the Prophet. When the Prophet (ﷺ) saw him, he said, ""What an evil brother of his tribe! And what an evil son of his tribe!"" When that man sat down, the Prophet (ﷺ) behaved with him in a nice and polite manner and was completely at ease with him. When that person had left, 'Aisha رضی اللہ عنہا said (to the Prophet). ""O Allah's Apostle! When you saw that man, you said so-and-so about him, then you showed him a kind and polite behavior, and you enjoyed his company?"" Allah's Messenger (ﷺ) said, ""O 'Aisha! Have you ever seen me speaking a bad and dirty language? (Remember that) the worst people in Allah's sight on the Day of Resurrection will be those whom the people leave (undisturbed) to be away from their evil (deeds).""",Good Manners and Form (Al-Adab),Sahih Bukhari,8,Sahih
6033,Narrated Anas رضی اللہ عنہ :,"The Prophet (ﷺ) was the best among the people (both in shape and character) and was the most generous of them, and was the bravest of them. Once, during the night, the people of Medina got afraid (of a sound). So the people went towards that sound, but the Prophet (ﷺ) having gone to that sound before them, met them while he was saying, ""Don't be afraid, don't be afraid."" (At that time) he was riding a horse belonging to Abu Talha and it was naked without a saddle, and he was carrying a sword slung at his neck. The Prophet (ﷺ) said, ""I found it (the horse) like a sea, or, it is the sea indeed.""",Good Manners and Form (Al-Adab),Sahih Bukhari,8,Sahih
6034,Narrated Jabir رضی اللہ عنہ :,Never was the Prophet (ﷺ) asked for a thing to be given for which his answer was 'no'.,Good Manners and Form (Al-Adab),Sahih Bukhari,8,Sahih
6035,Narrated Masruq:,"We were sitting with `Abdullah bin `Amr who was narrating to us (Hadith): He said, ""Allah's Messenger (ﷺ) was neither a Fahish nor a Mutafahhish, and he used to say, 'The best among you are the best in character (having good manners).""'",Good Manners and Form (Al-Adab),Sahih Bukhari,8,Sahih
6036,Narrated Sahl bin Sa`d رضی اللہ عنہ :,"A woman brought a Burda (sheet) to the Prophet. Sahl رضی اللہ عنہ asked the people, ""Do you know what is a Burda?"" The people replied, ""It is a 'Shamla', a sheet with a fringe."" That woman said, ""O Allah's Messenger (ﷺ)! I have brought it so that you may wear it."" So the Prophet (ﷺ) took it because he was in need of it and wore it. A man among his companions, seeing him wearing it, said, ""O Allah's Apostle! Please give it to me to wear."" The Prophet (ﷺ) said, ""Yes."" (and gave him that sheet). When the Prophet left, the man was blamed by his companions who said, ""It was not nice on your part to ask the Prophet for it while you know that he took it because he was in need of it, and you also know that he (the Prophet) never turns down anybody's request that he might be asked for."" That man said, ""I just wanted to have its blessings as the Prophet (ﷺ) had put it on, so l hoped that I might be shrouded in it.""",Good Manners and Form (Al-Adab),Sahih Bukhari,8,Sahih
6037,Narrated Abu Huraira رضی اللہ عنہ :,"Allah's Messenger (ﷺ) said, ""Time will pass rapidly, good deeds will decrease, and miserliness will be thrown (in the hearts of the people), and the Harj (will increase)."" They asked, ""What is the Harj?"" He replied, ""(It is) killing (murdering), (it is) murdering (killing).",Good Manners and Form (Al-Adab),Sahih Bukhari,8,Sahih
6038,Narrated Anas رضی اللہ عنہ :,"I served the Prophet (ﷺ) for ten years, and he never said to me, ""Uf"" (a minor harsh word denoting impatience) and never blamed me by saying, ""Why did you do so or why didn't you do so?""",Good Manners and Form (Al-Adab),Sahih Bukhari,8,Sahih
6039,Narrated `Aisha رضی اللہ عنہا :,"The Prophet (ﷺ) use to do at home. She replied. ""He used to keep himself busy serving his family and when it was time for the prayer, he would get up for prayer.""",Good Manners and Form (Al-Adab),Sahih Bukhari,8,Sahih
6040,Narrated Abu Huraira رضی اللہ عنہ :,"The Prophet (ﷺ) said, ""If Allah loves a person, He calls Gabriel saying: 'Allah loves so and so; O Gabriel, love him.' Gabriel would love him, and then Gabriel would make an announcement among the residents of the Heaven, 'Allah loves so-and-so, therefore, you should love him also.' So, all the residents of the Heavens would love him and then he is granted the pleasure of the people of the earth.""",Good Manners and Form (Al-Adab),Sahih Bukhari,8,Sahih
