hadithNumber,englishNarrator,hadithEnglish,chapterEnglish,bookName,volume,status
6884,Narrated Anas bin Malik رضی اللہ عنہ :,"A Jew crushed the head of a girl between two stones. It was said to her. ""Who has done this to you, such-and-such person, such-and-such person?"" When the name of the Jew was mentioned, she nodded with her head, agreeing. So the Jew was brought and he confessed. The Prophet (ﷺ) ordered that his head be crushed with the stones. (Hammam said, ""with two stones."")",Blood Money (Ad-Diyat),Sahih Bukhari,9,Sahih
6885,Narrated Anas bin Malik رضی اللہ عنہ :,The Prophet (ﷺ) killed a Jew for killing a girl in order to take her ornaments.,Blood Money (Ad-Diyat),Sahih Bukhari,9,Sahih
6886,Narrated `Aisha رضی اللہ عنہا :,"We poured medicine into the mouth of the Prophet (ﷺ) during his ailment. He said, ""Don't pour medicine into my mouth."" (We thought he said that) out of the aversion a patient usually has for medicines. When he improved and felt better he said, ""There is none of you but will be forced to drink medicine, except Al-`Abbas رضی اللہ عنہ , for he did not witness your deed.""",Blood Money (Ad-Diyat),Sahih Bukhari,9,Sahih
"6887, 6888",Narrated Abu Huraira رضی اللہ عنہ :,"He heard Allah's Messenger (ﷺ) saying, ""We (Muslims) are the last (to come) but (will be) the foremost (on the Day of Resurrection)."" And added, ""If someone is peeping (looking secretly) into your house without your permission, and you throw a stone at him and destroy his eyes, there will be no blame on you.""",Blood Money (Ad-Diyat),Sahih Bukhari,9,Sahih
6889,Narrated Humaid:,"""A man peeped into the house of the Prophet (ﷺ) and the Prophet (ﷺ) aimed an arrow head at him to hit him."" I asked, ""Who told you that?"" He said, ""Anas bin Malik رضی اللہ عنہ "" (See Hadith No. 258 and 259, Vol. 8)",Blood Money (Ad-Diyat),Sahih Bukhari,9,Sahih
6890,Narrated `Aisha رضی اللہ عنہا :,"""When it was the day of (the battle of) Uhud, the pagans were defeated. Then Satan shouted, ""O Allah's worshipers! Beware of what is behind you!"" So the front files attacked the back files of the army. Hudhaifa رضی اللہ عنہ looked, and behold, there was his father, Al-Yaman (being attacked) ! He shouted (to his companions), ""O Allah's worshipers, my father, my father!"" But by Allah, they did not stop till they killed him (i.e., Hudhaifa's father). Hudhaifa رضی اللہ عنہ said, ""May Allah forgive you."" (`Urwa said, Hudhaifa رضی اللہ عنہ continued asking Allah's Forgiveness for the killer of his father till he died.",Blood Money (Ad-Diyat),Sahih Bukhari,9,Sahih
6891,Narrated Salama رضی اللہ عنہ :,"We went out with the Prophet (ﷺ) to Khaibar. A man (from the companions) said, ""O 'Amir! Let us hear some of your Huda (camel-driving songs.)"" So he sang some of them (i.e. a lyric in harmony with the camels walk). The Prophet (ﷺ) said, ""Who is the driver (of these camels)?"" They said, ""Amir رضی اللہ عنہ ."" The Prophet said, ""May Allah bestow His Mercy on him !"" The people said, ""O Allah's Messenger (ﷺ)! Would that you let us enjoy his company longer!"" Then 'Amir was killed the following morning. The people said, ""The good deeds of 'Amir are lost as he has killed himself."" I returned at the time while they were talking about that. I went to the Prophet (ﷺ) and said, ""O Allah's Prophet! Let my father be sacrificed for you! The people claim that 'Amir's good deeds are lost."" The Prophet (ﷺ) said, ""Whoever says so is a liar, for 'Amir will have a double reward as he exerted himself to obey Allah and fought in Allah's Cause. No other way of killing would have granted him greater reward.""",Blood Money (Ad-Diyat),Sahih Bukhari,9,Sahih
6892,Narrated `Imran bin Husain رضی اللہ عنہما :,"A man bit another man's hand and the latter pulled his hand out of his mouth by force, causing two of his incisors (teeth) to fall out. They submitted their case to the Prophet, who said, ""One of you bit his brother as a male camel bites. (Go away), there is no Diya (Blood-money) for you.""",Blood Money (Ad-Diyat),Sahih Bukhari,9,Sahih
6893,Narrated Ya`la:,"I went out in one of the Ghazwa and a man bit another man and as a result, an incisor tooth of the former was pulled out. The Prophet (ﷺ) cancelled the case.",Blood Money (Ad-Diyat),Sahih Bukhari,9,Sahih
6894,Narrated Anas رضی اللہ عنہ :,"The daughter of An-Nadr slapped a girl and broke her incisor tooth. They (the relatives of that girl), came to the Prophet (ﷺ) and he gave the order of Qisas (equality in punishment).",Blood Money (Ad-Diyat),Sahih Bukhari,9,Sahih
