hadithNumber,englishNarrator,hadithEnglish,chapterEnglish,bookName,volume,status
4301,Narrated Abu Jamila رضی اللہ عنہ :,"While we were in the company of the Ibn Al-Musaiyab, Sunain Abi Jamila informed us (a Hadith), Abu Jamila said that he lived during the lifetime of the Prophet (ﷺ) and that he had accompanied him ( to Mecca) during the year of the Conquest (of Mecca).",Military Expeditions led by the Prophet (PBUH) (Al-Maghaazi),Sahih Bukhari,5,Sahih
4302,Narrated `Abu Qalabah رضی اللہ عنہ :,"We were at a place which was a thoroughfare for the people, and the caravans used to pass by us and we would ask them, ""What is wrong with the people? What is wrong with the people? Who is that man?. They would say, ""That man claims that Allah has sent him (as an Apostle), that he has been divinely inspired, that Allah has revealed to him such-and-such."" I used to memorize that (Divine) Talk, and feel as if it was inculcated in my chest (i.e. mind) And the 'Arabs (other than Quraish) delayed their conversion to Islam till the Conquest (of Mecca). They used to say."" ""Leave him (i.e. Muhammad) and his people Quraish: if he overpowers them then he is a true Prophet. So, when Mecca was conquered, then every tribe rushed to embrace Islam, and my father hurried to embrace Islam before (the other members of) my tribe. When my father returned (from the Prophet) to his tribe, he said, ""By Allah, I have come to you from the Prophet (ﷺ) for sure!"" The Prophet (ﷺ) afterwards said to them, 'Offer such-and-such prayer at such-and-such time, and when the time for the prayer becomes due, then one of you should pronounce the Adhan (for the prayer), and let the one amongst you who knows Qur'an most should, lead the prayer."" So they looked for such a person and found none who knew more Qur'an than I because of the Qur'anic material which I used to learn from the caravans. They therefore made me their Imam ((to lead the prayer) and at that time I was a boy of six or seven years, wearing a Burda (i.e. a black square garment) proved to be very short for me (and my body became partly naked). A lady from the tribe said, ""Won't you cover the anus of your reciter for us?"" So they bought (a piece of cloth) and made a shirt for me. I had never been so happy with anything before as I was with that shirt.",Military Expeditions led by the Prophet (PBUH) (Al-Maghaazi),Sahih Bukhari,5,Sahih
4303,Narrated `Aisha رضی اللہ عنہا :,"`Utba bin Abi Waqqas authorized his brother Sa`d رضی اللہ عنہ to take the son of the slave-girl of Zam`a into his custody. `Utba said (to him). ""He is my son."" When Allah's Messenger (ﷺ) arrived in Mecca during the Conquest (of Mecca), Sa`d bin Abi Waqqas رضی اللہ عنہ took the son of the slave-girl of Zam`a and took him to the Prophet (ﷺ) `Abd bin Zam`a too came along with him. Sa`d رضی اللہ عنہ said. ""This is the son of my brother and the latter has informed me that he is his son."" `Abd bin Zam`a said, ""O Allah's Messenger (ﷺ)! This is my brother who is the son of the slave-girl of Zam`a and was born on his (i.e. Zam'as) bed.' Allah's Apostle looked at the son of the slave-girl of Zam`a and noticed that he, of all the people had the greatest resemblance to `Utba bin Abi Waqqas. Allah's Messenger (ﷺ) then said (to `Abd), "" He is yours; he is your brother, O `Abd bin Zam`a, he was born on the bed (of your father)."" (At the same time) Allah's Messenger (ﷺ) said (to his wife Sauda), ""Veil yourself before him (i.e. the son of the slave-girl) O Sauda,"" because of the resemblance he noticed between him and `Utba bin Abi Waqqas رضی اللہ عنہ . Allah's Apostle added, ""The boy is for the bed (i.e. for the owner of the bed where he was born), and stone is for the adulterer."" (Ibn Shihab said, ""Abu Huraira رضی اللہ عنہ used to say that (i.e. the last statement of the Prophet in the above Hadith 596, publicly."")",Military Expeditions led by the Prophet (PBUH) (Al-Maghaazi),Sahih Bukhari,5,Sahih
4304,Narrated `Urwa bin Az-Zubair:,"A lady committed theft during the lifetime of Allah's Messenger (ﷺ) in the Ghazwa of Al-Fath, ((i.e. Conquest of Mecca). Her folk went to Usama bin Zaid رضی اللہ عنہما to intercede for her (with the Prophet). When Usama رضی اللہ عنہ interceded for her with Allah's Messenger (ﷺ), the color of the face of Allah's Messenger (ﷺ) changed and he said, ""Do you intercede with me in a matter involving one of the legal punishments prescribed by Allah?"" Usama رضی اللہ عنہ said, ""O Allah's Messenger (ﷺ)! Ask Allah's Forgiveness for me."" So in the afternoon, Allah's Apostle got up and addressed the people. He praised Allah as He deserved and then said, ""Amma ba'du ! The nations prior to you were destroyed because if a noble amongst them stole, they used to excuse him, and if a poor person amongst them stole, they would apply (Allah's) Legal Punishment to him. By Him in Whose Hand Muhammad's soul is, if Fatima, the daughter of Muhammad stole, I would cut her hand."" Then Allah's Messenger (ﷺ) gave his order in the case of that woman and her hand was cut off. Afterwards her repentance proved sincere and she got married. `Aisha said, ""That lady used to visit me and I used to convey her demands to Allah's Messenger (ﷺ).""",Military Expeditions led by the Prophet (PBUH) (Al-Maghaazi),Sahih Bukhari,5,Sahih
"4305, 4306",Narrated Mujashii رضی اللہ عنہ :,"I took my brother to the Prophet (ﷺ) after the Conquest (of Mecca) and said, ""O Allah's Messenger (ﷺ)! I have come to you with my brother so that you may take a pledge of allegiance from him for migration."" The Prophet (ﷺ) said, ""The people of migration (i.e. those who migrated to Medina before the Conquest) enjoyed the privileges of migration (i.e. there is no need for migration anymore)."" I said to the Prophet, ""For what will you take his pledge of allegiance?"" The Prophet (ﷺ) said, ""I will take his pledge of allegiance for Islam, Belief, and for Jihad (i.e. fighting in Allah's Cause)"". Thereafter, I (Abu Usman) met Abu Mabad, their elder brother, and inquired of him about it, so he said: Mujashii has spoken the truth.",Military Expeditions led by the Prophet (PBUH) (Al-Maghaazi),Sahih Bukhari,5,Sahih
"4307, 4308",Narrated Mujashi bin Mas`ud رضی اللہ عنہ :,"I took Abu Mabad رضی اللہ عنہ to the Prophet (ﷺ) in order that he might give him the pledge of allegiance for migration. The Prophet (ﷺ) said, ""Migration has gone to its people, but I take the pledge from him (i.e. Abu Mabad) for Islam and Jihad."" Later I (Abu Uthman) met Abu Mabad and asked him about it, he said: Mujashii has spoken the truth. Abu Uthman has reported from Hadrat Mujashii رضی اللہ عنہ that he took his brother and visited the prophet ﷺ .",Military Expeditions led by the Prophet (PBUH) (Al-Maghaazi),Sahih Bukhari,5,Sahih
4309,Narrated Mujahid:,"I said to Ibn `Umar رضی اللہ عنہما , ""I want to migrate to Sham."" He said, ""There is no migration, but Jihad (for Allah's Cause). Go and offer yourself for Jihad, and if you find an opportunity for Jihad (stay there) otherwise, come back.""",Military Expeditions led by the Prophet (PBUH) (Al-Maghaazi),Sahih Bukhari,5,Sahih
4310,Narrated Mujahid: (In an other narration):,"Ibn `Umar رضی اللہ عنہما said ""There is no migration today or after Allah's Messenger (ﷺ)."" (and completed his statement as above.)",Military Expeditions led by the Prophet (PBUH) (Al-Maghaazi),Sahih Bukhari,5,Sahih
4311,Narrated Mujahid bin Jabr:,"`Abdullah bin `Umar رضی اللہ عنہما used to say, ""There is no migration after the Conquest (of Mecca).",Military Expeditions led by the Prophet (PBUH) (Al-Maghaazi),Sahih Bukhari,5,Sahih
4312,Narrated `Ata' bin Abi Rabah:,"`Ubaid bin `Umar and I visited `Aisha رضی اللہ عنہا , and he asked her about the migration. She said, ""There is no migration today. A believer used to flee with his religion to Allah and His Prophet for fear that he might be put to trial as regards his religion. Today Allah has rendered Islam victorious; therefore a believing one can worship one's Lord wherever one wishes. But there is Jihad (for Allah's Cause) and intentions."" (See Hadith 42, in the 4th Vol. for its Explanation)",Military Expeditions led by the Prophet (PBUH) (Al-Maghaazi),Sahih Bukhari,5,Sahih
4313,Narrated Mujahid:,"Allah's Messenger (ﷺ) got up on the day of the Conquest of Mecca and said, ""Allah has made Mecca a sanctuary since the day He created the Heavens and the Earth, and it will remain a sanctuary by virtue of the sanctity Allah has bestowed on it till the Day of Resurrection. It (i.e. fighting in it) was not made lawful to anyone before me!, nor will it be made lawful to anyone after me, and it was not made lawful for me except for a short period of time. Its game should not be chased, nor should its trees be cut, nor its vegetation or grass uprooted, not its Luqata (i.e. Most things) picked up except by one who makes a public announcement about it."" Al-Abbas bin `Abdul Muttalib said, ""Except the Idhkhir, O Allah's Messenger (ﷺ), as it is indispensable for blacksmiths and houses."" On that, the Prophet (ﷺ) kept quiet and then said, ""Except the Idhkhir as it is lawful to cut."" Ibn-e-Juraij, Abdul Karim, Ikrimah has reported in the similar way fro, Hadrat Ibn-e-Abbaas رضی اللہ عنہما , and Hadrat Abu Hurairah has reported the same from the prophet ﷺ.",Military Expeditions led by the Prophet (PBUH) (Al-Maghaazi),Sahih Bukhari,5,Sahih
4314,Narrated Isma`il:,"I saw (a healed scar of) blow over the hand of Ibn Abi `Aufa رضی اللہ عنہما who said, ""I received that blow in the battle of Hunain in the company of the Prophet."" I said, ""Did you take part in the battle of Hunain?"" He replied, ""Yes (and in other battles) before it.""",Military Expeditions led by the Prophet (PBUH) (Al-Maghaazi),Sahih Bukhari,5,Sahih
4315,Narrated Abu 'Is-haq:,"I heard Al-Bara رضی اللہ عنہ' narrating when a man came and said to him, ""O Abu '`Umara! Did you flee on the day (of the battle) of Hunain?"" Al-Bara' replied, ""I testify that the Prophet (ﷺ) did not flee, but the hasty people hurried away and the people of Hawazin threw arrows at them. At that time, Abu Sufyan bin Al-Harith رضی اللہ عنہ was holding the white mule of the Prophet (ﷺ) by the head, and the Prophet (ﷺ) was saying, ""I am the Prophet (ﷺ) undoubtedly: I am the son of `Abdul-Muttalib.""",Military Expeditions led by the Prophet (PBUH) (Al-Maghaazi),Sahih Bukhari,5,Sahih
4316,Narrated Abu 'Is-haq:,"Al-Bara رضی اللہ عنہ' was asked while I was listening, ""Did you flee (before the enemy) along with the Prophet (ﷺ) on the day of (the battle of) Hunain?"" He replied, ""As for the Prophet, he did not (flee). The enemy were good archers and the Prophet (ﷺ) was saying, ""I am the Prophet (ﷺ) undoubtedly; I am the son of `Abdul Muttalib.""",Military Expeditions led by the Prophet (PBUH) (Al-Maghaazi),Sahih Bukhari,5,Sahih
4317,Narrated Al-Bara رضی اللہ عنہ :,"when a man from Qais (tribe) asked him ""Did you flee leaving Allah's Messenger (ﷺ) on the day (of the battle) of Hunain?"" Al-Bara' replied, ""But Allah's Messenger (ﷺ) did not flee. The people of Hawazin were good archers, and when we attacked them, they fled. But rushing towards the booty, we were confronted by the arrows (of the enemy). I saw the Prophet (ﷺ) riding his white mule while Abu Sufyan was holding its reins, and the Prophet (ﷺ) was saying ""I am the Prophet (ﷺ) undoubtedly."" (Israil and Zuhair said, ""The Prophet (ﷺ) dismounted from his Mule."")",Military Expeditions led by the Prophet (PBUH) (Al-Maghaazi),Sahih Bukhari,5,Sahih
