hadithNumber,englishNarrator,hadithEnglish,chapterEnglish,bookName,volume,status
1137,Narrated `Abdullah bin `Umar رضی اللہ عنہما :,"A man said, ""O Allah's Messenger (ﷺ)! How is the prayer of the night?"" He said, ""Two rak`at followed by two rak`at and so on, and when you apprehend the approaching dawn, offer one rak`a as witr.""",Prayer at Night (Tahajjud),Sahih Bukhari,2,Sahih
1138,Narrated Ibn `Abbas رضی اللہ عنہما :,"The prayer of the Prophet (ﷺ) used to be of thirteen rak`at, i.e. of the night prayer.",Prayer at Night (Tahajjud),Sahih Bukhari,2,Sahih
1139,Narrated Masruq:,"I asked Aisha رضی اللہ عنہا about the night prayer of Allah's Messenger (ﷺ) and she said, ""It was seven, nine or eleven rak`at besides the two rak`at of the Fajr prayer (i.e. Sunna). """,Prayer at Night (Tahajjud),Sahih Bukhari,2,Sahih
1140,Narrated `Aisha رضی اللہ عنہا :,The Prophet (ﷺ) used to offer thirteen rak`at of the night prayer and that included the witr and two rak`at (Sunna) of the Fajr prayer.,Prayer at Night (Tahajjud),Sahih Bukhari,2,Sahih
1141,Narrated Anas bin Malik رضی اللہ عنہ :,"Sometimes Allah's Messenger (ﷺ) would not fast (for so many days) that we thought that he would not fast that month and he sometimes used to fast (for so many days) that we thought he would not leave fasting throughout that month and (as regards his prayer and sleep at night), if you wanted to see him praying at night, you could see him praying and if you wanted to see him sleeping, you could see him sleeping. Sulaiman and Abu Khalid Ahmar corroborated him from Humaid.",Prayer at Night (Tahajjud),Sahih Bukhari,2,Sahih
1142,Narrated Abu Huraira رضی اللہ عنہ :,"Allah's Messenger (ﷺ) said, ""Satan puts three knots at the back of the head of any of you if he is asleep. On every knot he reads and exhales the following words, 'The night is long, so stay asleep.' When one wakes up and remembers Allah, one knot is undone; and when one performs ablution, the second knot is undone, and when one prays the third knot is undone and one gets up energetic with a good heart in the morning; otherwise one gets up lazy and with a mischievous heart.""",Prayer at Night (Tahajjud),Sahih Bukhari,2,Sahih
1143,Narrated Samura bin Jundab رضی اللہ عنہ :,"The Prophet (ﷺ) said in his narration of a dream that he saw, ""He whose head was being crushed with a stone was one who learnt the Qur'an but never acted on it, and slept ignoring the compulsory prayers.""",Prayer at Night (Tahajjud),Sahih Bukhari,2,Sahih
1144,Narrated `Abdullah رضی اللہ عنہما :,"A person was mentioned before the Prophet (ﷺ) and he was told that he had kept on sleeping till morning and had not got up for the prayer. The Prophet (ﷺ) said, ""Satan urinated in his ears.""",Prayer at Night (Tahajjud),Sahih Bukhari,2,Sahih
1145,Narrated Abu Huraira رضی اللہ عنہ :,"Allah's Messenger (ﷺ) said, ""Our Lord, the Blessed, the Superior, comes every night down on the nearest Heaven to us when the last third of the night remains, saying: ""Is there anyone to invoke Me, so that I may respond to invocation? Is there anyone to ask Me, so that I may grant him his request? Is there anyone seeking My forgiveness, so that I may forgive him?""",Prayer at Night (Tahajjud),Sahih Bukhari,2,Sahih
1146,Narrated `Aisha رضی اللہ عنہا :,"""How is the night prayer of the Prophet?"" She replied, ""He used to sleep early at night, and get up in its last part to pray, and then return to his bed. When the Mu'adh-dhin pronounced the Adhan, he would get up. If he was in need of a bath he would take it; otherwise he would perform ablution and then go out (for the prayer).""",Prayer at Night (Tahajjud),Sahih Bukhari,2,Sahih
1147,Narrated Abu Salma bin `Abdur Rahman:,"I asked `Aisha رضی اللہ عنہا , ""How is the prayer of Allah's Messenger (ﷺ) during the month of Ramadan."" She said, ""Allah's Messenger (ﷺ) never exceeded eleven rak`at in Ramadan or in other months; he used to offer four rak`at-- do not ask me about their beauty and length, then four rak`at, do not ask me about their beauty and length, and then three rak`at."" Aisha رضی اللہ عنہا further said, ""I said, 'O Allah's Messenger (ﷺ)! Do you sleep before offering the witr prayer?' He replied, 'O `Aisha! My eyes sleep but my heart remains awake'!""",Prayer at Night (Tahajjud),Sahih Bukhari,2,Sahih
1148,Narrated `Aish رضی اللہ عنہا :,"I did not see the Prophet (ﷺ) reciting (the Qur'an) in the night prayer while sitting except when he became old; when he used to recite while sitting, and when thirty or forty verses remained from the Sura, he would get up and recite them and then bow.",Prayer at Night (Tahajjud),Sahih Bukhari,2,Sahih
1149,Narrated Abu Huraira رضی اللہ عنہ :,"At the time of the Fajr prayer the Prophet (ﷺ) asked Bilal رضی اللہ عنہ , ""Tell me of the best deed you did after embracing Islam, for I heard your footsteps in front of me in Paradise."" Bilal رضی اللہ عنہ replied, ""I did not do anything worth mentioning except that whenever I performed ablution during the day or night, I prayed after that ablution as much as was written for me.""",Prayer at Night (Tahajjud),Sahih Bukhari,2,Sahih
1150,Narrated Anas bin Malik رضی اللہ عنہ :,"Once the Prophet (ﷺ) entered the Mosque and saw a rope hanging in between its two pillars. He said, ""What is this rope?"" The people said, ""This rope is for Zainab رضی اللہ عنہا who, when she feels tired, holds it (to keep standing for the prayer.)"" The Prophet (ﷺ) said, ""Don't use it. Remove the rope. You should pray as long as you feel active, and when you get tired, sit down.""",Prayer at Night (Tahajjud),Sahih Bukhari,2,Sahih
1151,Narrated 'Aisha رضی اللہ عنہا :,"A woman from the tribe of Bani Asad was sitting with me and Allah's Apostle (ﷺ) came to my house and said, ""Who is this?"" I said, ""(She is) So and so. She does not sleep at night because she is engaged in prayer."" The Prophet (ﷺ) said disapprovingly: Do (good) deeds which is within your capacity as Allah never gets tired of giving rewards till you get tired of doing good deeds.""",Prayer at Night (Tahajjud),Sahih Bukhari,2,Sahih
1152,Narrated `Abdullah bin `Amr bin Al-`As رضی اللہ عنہما :,"Allah's Messenger (ﷺ) said to me, ""O `Abdullah! Do not be like so and so who used to pray at night and then stopped the night prayer."" Hadrat Umer bin Hakam bin Thauban reports that Abu Salamah has similarly reported this Hadith to him. And Amr Bin Abu Salamah has corroborated him from Auzai.",Prayer at Night (Tahajjud),Sahih Bukhari,2,Sahih
1153,Narrated 'Abdullah bin 'Amr رضی اللہ عنہما :,"Once Allah's Messenger (ﷺ) said to me, ""I have been informed that you offer Salat (prayer) all the night and observe Saum (fast) during the day."" I said, ""(Yes) I do so."" He said, ""If you do so, your eye sight will become weak and you will become weak. No doubt, your body has right on you, and your family has right on you, so observe Saum (for some days) and do not observe it (for some days), offer Salat (for sometime) and then sleep.""",Prayer at Night (Tahajjud),Sahih Bukhari,2,Sahih
1154,Narrated 'Ubada bin As-Samit:,"The Prophet (ﷺ) ""Whoever gets up at night and says: -- 'La ilaha il-lallah Wahdahu la Sharika lahu Lahu-lmulk, waLahu-l-hamd wahuwa 'ala kullishai'in Qadir. Al hamdu lil-lahi wa subhanal-lahi wa la-ilaha il-lal-lah wa-l-lahu akbar wa la hawla Wala Quwata il-la-bil-lah.' (None has the right to be worshipped but Allah. He is the Only One and has no partners . For Him is the Kingdom and all the praises are due for Him. He is Omnipotent. All the praises are for Allah. All the glories are for Allah. And none has the right to be worshipped but Allah, And Allah is Great And there is neither Might nor Power Except with Allah). And then says: -- Allahumma, Ighfir li (O Allah! Forgive me). Or invokes (Allah), he will be responded to and if he performs ablution (and prays), his prayer will be accepted.""",Prayer at Night (Tahajjud),Sahih Bukhari,2,Sahih
1155,Narrated Abu Huraira رضی اللہ عنہ :,"That once Allah's Messenger (ﷺ) said, ""Your brother, i.e. `Abdullah bin Rawaha رضی اللہ عنہ does not say obscene (referring to his verses): Amongst us is Allah's Messenger (ﷺ), who recites His Book when it dawns. He showed us the guidance, after we were blind. We believe that whatever he says will come true. And he spends his nights in such a way as his sides do not touch his bed. While the pagans were deeply asleep."" Oqail corroborated him and Zubaidi said: Zuhri informed me from Saeed and Aaraj and they did so from Hadrat Abu Hurairah رضی اللہ عنہ .",Prayer at Night (Tahajjud),Sahih Bukhari,2,Sahih
"1156, 1157, 1158",Narrated Ibn `Umar رضی اللہ عنہما :,"""In the lifetime of the Prophet (ﷺ) I dreamt that a piece of silk cloth was in my hand and it flew with me to whichever part of Paradise I wanted. I also saw as if two persons (i.e. angels) came to me and wanted to take me to Hell. Then an angel met us and told me not to be afraid. He then told them to leave me. Hafsa رضی اللہ عنہا narrated one of my dreams to the Prophet (ﷺ) and the Prophet (ﷺ) said, ""Abdullah is a good man. Would that he offer the night prayer (Tahajjud)!"" So after that day `Abdullah (bin `Umar) started offering Tahajjud. The companions of the Prophet (ﷺ) used to tell him their dreams that (Laila-tul-Qadr) was on the 27th of the month of Ramadan. The Prophet (ﷺ) said, ""I see that your dreams agree on the last ten nights of Ramadan and so whoever is in search of it should seek it in the last ten nights of Ramadan.""",Prayer at Night (Tahajjud),Sahih Bukhari,2,Sahih
1159,Narrated `Aisha رضی اللہ عنہا :,Allah's Messenger (ﷺ) offered the `Isha' prayer (and then got up at the Tahajjud time) and offered eight rak`at and then offered two rak`at while sitting. He then offered two rak`at in between the Adhan and Iqama (of the Fajr prayer) and he never missed them.,Prayer at Night (Tahajjud),Sahih Bukhari,2,Sahih
