hadithNumber,englishNarrator,hadithEnglish,chapterEnglish,bookName,volume,status
7230,Narrated Jabir bin `Abdullah رضی اللہ عنہ :,"We were in the company of Allah's Messenger (ﷺ) and we assumed the state of Ihram of Hajj and arrived at Mecca on the fourth of Dhul-Hijja. The Prophet (ﷺ) ordered us to perform the Tawaf around the Ka`ba and (Sa`i) between As-Safa and Al-Marwa and use our lhram just for `Umra, and finish the state of Ihram unless we had our Hadi with us. None of us had the Hadi with him except the Prophet (ﷺ) and Talha رضی اللہ عنہ . `Ali رضی اللہ عنہ came from Yemen and brought the Hadi with him. `Ali رضی اللہ عنہ said, 'I had assumed the state of Ihram with the same intention as that with which Allah's Messenger (ﷺ) had assumed it. The people said, ""How can we proceed to Mina and our male organs are dribbling?"" Allah's Messenger (ﷺ) said, ""If I had formerly known what I came to know latterly, I would not have brought the Hadi, and had there been no Hadi with me, I would have finished my Ihram."" Suraqa (bin Malik) met the Prophet (ﷺ) while he was throwing pebbles at the Jamrat-Al-`Aqaba, and asked, ""O Allah's Messenger (ﷺ)! Is this (permitted) for us only?"" The Prophet (ﷺ) replied. ""No, it is forever"" `Aisha رضی اللہ عنہا had arrived at Mecca while she was menstruating, therefore the Prophet (ﷺ) ordered her to perform all the ceremonies of Hajj except the Tawaf around the Ka`ba, and not to perform her prayers unless and until she became clean . When they encamped at Al-Batha, `Aisha رضی اللہ عنہا said, ""O Allah's Messenger (ﷺ)! You are proceeding after performing both Hajj and `Umra while I am proceeding with Hajj only?"" So the Prophet (ﷺ) ordered `Abdur-Rahman bin Abu Bakr As-Siddiq رضی اللہ عنہ to go with her to at-Tan`im, and so she performed the `Umra in Dhul-Hijja after the days of the Hajj.",Wishes,Sahih Bukhari,9,Sahih
7231,Narrated Aisha رضی اللہ عنہا :,"One night the Prophet (ﷺ) was unable to sleep and said, ""Would that a righteous man from my companions guarded me tonight."" Suddenly we heard the clatter of arms, whereupon the Prophet (ﷺ) said, ""Who is it?"" It was said, ""I am Sa`d رضی اللہ عنہ , O Allah's Messenger (ﷺ)! I have come to guard you."" The Prophet (ﷺ) then slept so soundly that we heard him snoring. Abu `Abdullah said: `Aisha رضی اللہ عنہا said: Bilal said, ""Would that I but stayed overnight in a valley with Idhkhir and Jalil (two kinds of grass) around me (i.e., in Mecca)."" Then I told that to the Prophet (ﷺ) .",Wishes,Sahih Bukhari,9,Sahih
7232,Narrated Abu Huraira رضی اللہ عنہ :,"Allah's Messenger (ﷺ) said, ""Not to wish to be the like except of two men. A man whom Allah has given the (knowledge of the) Qur'an and he recites it during the hours of night and day and the one who wishes says: If I were given the same as this (man) has been given, I would do what he does, and a man whom Allah has given wealth and he spends it in the just and right way, in which case the one who wishes says, 'If I were given the same as he has been given, I would do what he does.' "" Hadrat Qutaibah has also reported it from Jareer.",Wishes,Sahih Bukhari,9,Sahih
7233,Narrated Anas رضی اللہ عنہ :,"If I had not heard the Prophet (ﷺ) saying, ""You should not long for death,"" I would have longed (for it).",Wishes,Sahih Bukhari,9,Sahih
7234,Narrated Qais:,"We went to pay a visit to Khabbab bin Al-Art رضی اللہ عنہ and he had got himself branded at seven spots over his body. He said, ""If Allah's Messenger (ﷺ) had not forbidden us to invoke Allah for death, I would have invoked for it.""",Wishes,Sahih Bukhari,9,Sahih
7235,Narrated Sa`d bin Ubaid (the Maula of `Abdur-Rahman bin Azhar):,"Allah's Messenger (ﷺ) said, ""None of you should long for death, for if he is a good man, he may increase his good deeds, and if he is an evil-doer, he may stop the evil deeds and repent.""",Wishes,Sahih Bukhari,9,Sahih
7236,Narrated Al-Bara' bin `Azib رضی اللہ عنہ :,"The Prophet (ﷺ) was carrying earth with us on the day of the battle of Al-Ahzab (confederates) and I saw that the dust was covering the whiteness of his `Abdomen, and he (the Prophet (ﷺ) ) was saying, ""(O Allah) ! Without You, we would not have been guided, nor would we have given in charity, nor would we have prayed. So (O Allah!) please send tranquility (Sakina) upon us as they, (the chiefs of the enemy tribes) have rebelled against us. And if they intend affliction (i.e. want to frighten us and fight against us) then we would not (flee but withstand them). And the Prophet (ﷺ) used to raise his voice with it. (See Hadith No. 430 and 432, Vol. 5)",Wishes,Sahih Bukhari,9,Sahih
7237,Narrated Abu Nadr who was a slave freed by Umer bin Obaid:,"`Abdullah bin Abi `Aufa wrote him a letter. When I read it, it said that Allah's Messenger (ﷺ) said, ""Do not long for meeting your enemy, and ask Allah for safety (from all sorts of evil)."" (See Hadith No. 266, Vol. 4)",Wishes,Sahih Bukhari,9,Sahih
7238,Narrated Al-Qasim bin Muhammad:,"Ibn `Abbas رضی اللہ عنہما mentioned the case of a couple on whom the judgment of Lian has been passed. `Abdullah bin Shaddad said, ""Was that the lady in whose case the Prophet (ﷺ) said, ""If I were to stone a lady to death without a proof (against her)?' ""Ibn `Abbas رضی اللہ عنہما said, ""No! That was concerned with a woman who though being a Muslim used to arouse suspicion by her outright misbehavior."" (See Hadith No. 230, Vol.7)",Wishes,Sahih Bukhari,9,Sahih
7239,Narrated 'Ata:,"One night the Prophet (ﷺ) delayed the `Isha' prayer whereupon `Umar رضی اللہ عنہ went to him and said, ""The prayer, O Allah's Messenger (ﷺ)! The women and children had slept."" The Prophet (ﷺ) came out with water dropping from his head, and said, ""Were I not afraid that it would be hard for my followers (or for the people), I would order them to pray `Isha prayer at this time."" Ataa has reported from Hadrat Ibn-e-Abbas رضی اللہ عنہما: The prophet ﷺ delayed the praper to such an extend that the women and the children started sleeping. He then came out wiping water from his templets and saying: Time is this if I had not considering for the trouble of my Ummah. Amr bin Dinaar has reported from Ataa but Hadrat Ibn-e-Abbas رضی اللہ عنہما is not included in this authority, so Amr (bin Dinaar) said: Water-drops were dripping from his head. Ibn-e-Juraij states that he was wiping the water from his templets. Amr narrates: If I had not considered templets. Amr narrates: If I had not considered it bothersome for my Ummah. Ibn-e-Juraij narrates: Time is this, and if Ihad no consideration for the trouble of my Ummah. Hadrat Ibn-e-Abbas رضی اللہ عنہما has reported it from the prophet ﷺ.",Wishes,Sahih Bukhari,9,Sahih
7240,Narrated Abu Huraira رضی اللہ عنہ :,"Allah's Messenger (ﷺ) said, ""Were I not afraid that it would be hard on my followers, I would order them to use the siwak (as obligatory, for cleaning the teeth).",Wishes,Sahih Bukhari,9,Sahih
