hadithNumber,englishNarrator,hadithEnglish,chapterEnglish,bookName,volume,status
7175,Narrated Ibn `Umar رضی اللہ عنہما :,"Salim, the freed salve of Abu Hudhaifa رضی اللہ عنہ used to lead in prayer the early Muhajirin (emigrants) and the companions of the Prophet (ﷺ) in the Quba mosque. Among those (who used to pray behind him) were Abu Bakr, `Umar, Abu Salama, and Amir bin Rabi`a رضی اللہ عنہم .",Judgments (Ahkaam),Sahih Bukhari,9,Sahih
"7176, 7177",Narrated Marwan bin Al-Hakam and Al-Miswar bin Makhrama رضی اللہ عنہم :,"When the Muslims were permitted to set free the captives of Hawazin, Allah's Messenger (ﷺ) said, ""I do not know who amongst you has agreed (to it) and who has not. Go back so that your 'Urafa' may submit your decision to us."" So the people returned and their 'Urafa' talked to them and then came back to Allah's Messenger (ﷺ) and told him that the people had given their consent happily and permitted (their captives to be freed).",Judgments (Ahkaam),Sahih Bukhari,9,Sahih
7178,Narrated Ibn `Umarرضی اللہ عنہما :,"""When we enter upon our ruler(s) we say in their praise what is contrary to what we say when we leave them."" Ibn `Umar رضی اللہ عنہما said, ""We used to consider this as hypocrisy.""",Judgments (Ahkaam),Sahih Bukhari,9,Sahih
7179,Narrated Abu Huraira رضی اللہ عنہ :,"Allah's Messenger (ﷺ)s said, ""The worst of all mankind is the double-faced one, who comes to some people with one face and to others, with another face.""",Judgments (Ahkaam),Sahih Bukhari,9,Sahih
7180,Narrated `Aisha رضی اللہ عنہا :,"Hind (bint `Utba) said to the Prophet (ﷺ) ""Abu Sufyan is a miserly man and I need to take some money of his wealth."" The Prophet (ﷺ) said, ""Take reasonably what is sufficient for you and your children """,Judgments (Ahkaam),Sahih Bukhari,9,Sahih
7181,Narrated Um Salama (the wife of the Prophet) رضی اللہ عنہا :,"Allah's Messenger (ﷺ) heard some people quarreling at the door of his dwelling, so he went out to them and said, ""I am only a human being, and litigants with cases of dispute come to me, and someone of you may happen to be more eloquent (in presenting his case) than the other, whereby I may consider that he is truthful and pass a judgment in his favor. If ever I pass a judgment in favor of somebody whereby he takes a Muslim's right unjustly, then whatever he takes is nothing but a piece of Fire, and it is up to him to take or leave.""",Judgments (Ahkaam),Sahih Bukhari,9,Sahih
7182,Narrated `Aisha (the wife of the Prophet) رضی اللہ عنہا :,"`Utba bin Abi Waqqas said to his brother Sa`d bin Abi Waqqas رضی اللہ عنہ , ""The son of the slave girl of Zam`a is from me, so take him into your custody."" So in the year of Conquest of Mecca, Sa`d رضی اللہ عنہ took him and said. (This is) my brother's son whom my brother has asked me to take into my custody."" `Abd bin Zam`a got up before him and said, (He is) my brother and the son of the slave girl of my father, and was born on my father's bed."" So they both submitted their case before Allah's Apostle. Sa`d رضی اللہ عنہ said, ""O Allah's Messenger (ﷺ)! This boy is the son of my brother and he entrusted him to me."" `Abd bin Zam`a said, ""This boy is my brother and the son of the slave girl of my father, and was born on the bed of my father."" Allah's Messenger (ﷺ) said, ""The boy is for you, O `Abd bin Zam`a!"" Then Allah's Apostle further said, ""The child is for the owner of the bed, and the stone is for the adulterer,"" He then said to Sauda bint Zam`a رضی اللہ عنہ , ""Veil (screen) yourself before him,"" when he saw the child's resemblance to `Utba. The boy did not see her again till he met Allah.",Judgments (Ahkaam),Sahih Bukhari,9,Sahih
"7183, 7184",Narrated `Abdullah رضی اللہ عنہما :,"The Prophet (ﷺ) said, ""If somebody on the demand of a judge takes an oath to grab (a Muslim's) property and he is liar in it, he will meet Allah Who will be angry with him"". So Allah revealed: ""Verily! those who purchase a small gain at the cost of Allah's Covenant and their oaths.."" (3.77)Al-Ash`ath رضی اللہ عنہ came while `Abdullah رضی اللہ عنہ was narrating (this) to the people. Al-Ash`ath رضی اللہ عنہ said, ""This verse was revealed regarding me and another man with whom I had a quarrel about a well. The Prophet (ﷺ) said (to me), 'Do you have any evidence?' I replied, 'No.' He said, 'Let your opponent take an oath.' I said: 'I am sure he would take a (false) oath.' Thereupon it was revealed: 'Verily! those who purchase a small gain at the cost of Allah's Covenant....' "" (3.77).",Judgments (Ahkaam),Sahih Bukhari,9,Sahih
7185,Narrated Um Salama رضی اللہ عنہ :,"The Prophet (ﷺ) heard the voices of some people quarreling near his gate, so he went to them and said, ""I am only a human being and litigants with cases of disputes come to me, and maybe one of them presents his case eloquently in a more convincing and impressive way than the other, and I give my verdict in his favor thinking he is truthful. So if I give a Muslim's right to another (by mistake), then that (property) is a piece of Fire, which is up to him to take it or leave it."" (See Hadith No. 281 )",Judgments (Ahkaam),Sahih Bukhari,9,Sahih
7186,Narrated Jabir رضی اللہ عنہ :,"The Prophet (ﷺ) came to know that one of his companions had given the promise of freeing his slave after his death, but as he had no other property than that slave, the Prophet (ﷺ) sold that slave for 800 dirhams and sent the price to him.",Judgments (Ahkaam),Sahih Bukhari,9,Sahih
