hadithNumber,englishNarrator,hadithEnglish,chapterEnglish,bookName,volume,status
5129,Narrated `Abdullah bin `Umar رضی اللہ عنہما :,"When Hafsa رضی اللہ عنہما , `Umar's daughter became a widow because of the death of her (husband) Ibn Hudhafa As-Sahmi who was one of the companion of the Prophet (ﷺ) and the one of the Badr warriors and died at Medina, `Umar رضی اللہ عنہما said, ""I met `Uthman bin `Affan رضی اللہ عنہ and gave him an offer, saying, 'If you wish, I will marry Hafsa to you.' He said. 'I will think it over' I waited for a few days, then he met me and said, 'I have made up my mind not to marry at present' ""`Umar رضی اللہ عنہ added, ""Then I met Abu Bakr رضی اللہ عنہ and said to him, 'If you wish, I will marry Hafsa to you.' ""","Wedlock, Marriage (Nikaah)",Sahih Bukhari,7,Sahih
5130,Narrated Al-Hasan:,"concerning the Verse: 'Do not prevent them' (2.232) Ma'qil bin Yasar رضی اللہ عنہ told me that it was revealed in his connection. He said, ""I married my sister to a man and he divorced her, and when her days of 'Idda (three menstrual periods) were over, the man came again and asked for her hand, but I said to him, 'I married her to you and made her your bed (your wife) and favored you with her, but you divorced her. Now you come to ask for her hand again? No, by Allah, she will never go back to you (again)!' That man was not a bad man and his wife wanted to go back to him. So Allah revealed this Verse: 'Do not prevent them.' (2.232) So I said, 'Now I will do it (let her go back to him), O Allah's Messenger (ﷺ).""So he married her to him again.","Wedlock, Marriage (Nikaah)",Sahih Bukhari,7,Sahih
5131,Narrated `Aisha رضی اللہ عنہا :,"(regarding His Statement): 'They ask your instruction concerning the women. Say: Allah instructs you about them ...' (4.127) It is about the female orphan who is under the guardianship of a man with whom she shares her property and he does not want to marry her and dislikes that someone else should marry her, lest he should share the property with him, so he prevents her from marrying. So Allah forbade such a guardian to do so (i.e. to prevent her from marrying).","Wedlock, Marriage (Nikaah)",Sahih Bukhari,7,Sahih
5132,Narrated Sahl bin Sa`d رضی اللہ عنہ :,"While we were sitting in the company of the Prophet (ﷺ) a woman came to him and presented herself (for marriage) to him. The Prophet (ﷺ) looked at her, lowering his eyes and raising them, but did not give a reply. One of his companions said, ""Marry her to me O Allah's Messenger (ﷺ)!"" The Prophet (ﷺ) asked (him), ""Have you got anything?"" He said, ""I have got nothing."" The Prophet (ﷺ) said, ""Not even an iron ring?"" He Sa`d, ""Not even an iron ring, but I will tear my garment into two halves and give her one half and keep the other half."" The Prophet; said, ""No. Do you know some of the Qur'an (by heart)?"" He said, ""Yes."" The Prophet (ﷺ) said, ""Go, I have agreed to marry her to you with what you know of the Qur'an (as her Mahr).""","Wedlock, Marriage (Nikaah)",Sahih Bukhari,7,Sahih
5133,Narrated `Aisha رضی اللہ عنہا :,"The Prophet (ﷺ) married her when she was six years old and he consummated his marriage when she was nine years old, and then she remained with him for nine years (i.e., till his death).","Wedlock, Marriage (Nikaah)",Sahih Bukhari,7,Sahih
5134,Narrated `Aisha رضی اللہ عنہا :,The Prophet (ﷺ) married her when she was six years old and he consummated his marriage when she was nine years old. Hisham said: I have been informed that `Aisha رضی اللہ عنہا remained with the Prophet (ﷺ) for nine years (i.e. till his death).,"Wedlock, Marriage (Nikaah)",Sahih Bukhari,7,Sahih
5135,Narrated Sahl bin Sa`d رضی اللہ عنہ :,"A woman came to Allah's Messenger (ﷺ) and said, ""I present myself (to you) (for marriage). She stayed for a long while, then a man said, ""If you are not in need of her then marry her to me."" The Prophet (ﷺ) said, ""Have you got anything m order to pay her Mahr?"" He said, ""I have nothing with me except my Izar (waist sheet)."" The Prophet (ﷺ) said, ""If you give her your Izar, you will have no Izar to wear, (so go) and search for something. He said, ""I could not find anything."" The Prophet (ﷺ) said, ""Try (to find something), even if it were an iron ring But he was not able to find (even that) The Prophet (ﷺ) said (to him). ""Do you memorize something of the Qur'an?"" ""Yes. ' he said, ""such Sura and such Sura,"" naming those Suras The Prophet (ﷺ) said, ""We have married her to you for what you know of the Qur'an (by heart).","Wedlock, Marriage (Nikaah)",Sahih Bukhari,7,Sahih
5136,Narrated Abu Huraira رضی اللہ عنہ :,"The Prophet (ﷺ) said, ""A matron should not be given in marriage except after consulting her; and a virgin should not be given in marriage except after her permission."" The people asked, ""O Allah's Messenger (ﷺ)! How can we know her permission?"" He said, ""Her silence (indicates her permission).","Wedlock, Marriage (Nikaah)",Sahih Bukhari,7,Sahih
5137,Narrated `Aisha رضی اللہ عنہا :,"I said, ""O Allah's Messenger (ﷺ)! A virgin feels shy."" He said, ""Her consent is (expressed by) her silence.""","Wedlock, Marriage (Nikaah)",Sahih Bukhari,7,Sahih
5138,Narrated Khansa bint Khidam Al-Ansariya رضی اللہ عنہا :,Her father gave her in marriage when she was a matron and she disliked that marriage. So she went to Allah's Messenger (ﷺ) and he declared that marriage invalid.,"Wedlock, Marriage (Nikaah)",Sahih Bukhari,7,Sahih
